유닛ID,등급,유닛이름,실제이름,능력ID,base,능력이름,발동확률,피해배수,추가피해,쿨다운,사거리,반경
h02M,희귀함,베이비 5 팔보수군 - 희귀함,,A07Y,Absk,!#@#!!창고로 이동,,,,0.009999999776482582,,
h02M,희귀함,베이비 5 팔보수군 - 희귀함,,A0E2,ACbh,!베이비-무기무기,0.0,,0.0,,,
h02M,희귀함,베이비 5 팔보수군 - 희귀함,,A0B9,AHpx,!@#판매,,,,0.0,,0.0
h02N,전설적인,겟코 모리아 쉐도우 아스가르드 - 전설적인,,A05A,ACbh,!그림자흡수,0.0,,0.0,,,
h02N,전설적인,겟코 모리아 쉐도우 아스가르드 - 전설적인,,A143,AOae,A그림자그림자열매,,,,,,850.0
h02N,전설적인,겟코 모리아 쉐도우 아스가르드 - 전설적인,,A055,ACce,!모리아전설 쉐도우 아스가르드1,,,,,,375.0
h02O,전설적인,골.D.에이스 해적왕의 아들 - 전설적인,,A0MC,ACbh,!이글이글열매 - 산화 부지화-전설,0.0,,0.0,,,
h02O,전설적인,골.D.에이스 해적왕의 아들 - 전설적인,,A0KJ,Arsg,T변화,,,,5.0,,
h02O,전설적인,골.D.에이스 해적왕의 아들 - 전설적인,,A0FQ,Asph,스피어 흰수염 해적단,,,,0.0,,
h02O,전설적인,골.D.에이스 해적왕의 아들 - 전설적인,,A0DZ,AHad,B아지랑이-전설,,,,,,850.0
h02O,전설적인,골.D.에이스 해적왕의 아들 - 전설적인,,A0MA,ACbh,!십자화,0.0,,0.0,,,
h02P,전설적인,나미 도둑 고양이 - 전설적인,,A0VZ,ACbh,!금전감각,0.0,,0.0,,,
h02P,전설적인,나미 도둑 고양이 - 전설적인,,A06X,ACbh,!크리마 텍트,0.0,,0.0,,,
h02P,전설적인,나미 도둑 고양이 - 전설적인,,A04X,ACbh,!도둑고양이 나미1,0.0,,0.0,,,
h02Q,전설적인,라분 레드라인을 넘으려는 향유고래 - 전설적인,,A0F6,ACbh,!레드라인을 부수는 박치기,0.0,,0.0,,,
h02Q,전설적인,라분 레드라인을 넘으려는 향유고래 - 전설적인,,A0F8,AOae,$우정의 고래1,,,,,,800.0
h02R,전설적인,로브 루치 생명귀환 지회무신 - 전설적인,,A048,ACbh,!육식,,,250000.0,,,
h02R,전설적인,로브 루치 생명귀환 지회무신 - 전설적인,,A0F9,ACbh,!육왕건,0.0,,0.0,,,
h02S,전설적인,롤로노아 조로 죽음의경지'사자의노래' - 전설적인,,A0PQ,ACbh,!강철을 벤 사나이,30.0,,500000.0,,,
h02S,전설적인,롤로노아 조로 죽음의경지'사자의노래' - 전설적인,,A06M,ACbh,!죽음의 경지,66.0,5.0,0.0,,,
h02S,전설적인,롤로노아 조로 죽음의경지'사자의노래' - 전설적인,,A0FE,ACbh,!사자의노래-조로전설,0.0,,0.0,,,
h02T,전설적인,마르코 환수종'불사조' - 전설적인,,A011,Aroa,[조합],,,,,,0.0
h02T,전설적인,마르코 환수종'불사조' - 전설적인,,A0EU,ACbh,!깃털폭격-마르코전설,0.0,,0.0,,,
h02T,전설적인,마르코 환수종'불사조' - 전설적인,,A0PW,AOae,A풍압,,,,,,875.0
h02T,전설적인,마르코 환수종'불사조' - 전설적인,,A074,ACbh,!불사조불사조열매,,3.1500000953674316,100000.0,,,
h02U,전설적인,"마샬.D.티치 검은수염 해적단 선장 ""검은수염"" - 전설적인",,A0VP,Asph,스피어 검은수염,,,,0.0,,
h02U,전설적인,"마샬.D.티치 검은수염 해적단 선장 ""검은수염"" - 전설적인",,A0HW,ACbh,!크로우즈,0.0,,0.0,,,
h02U,전설적인,"마샬.D.티치 검은수염 해적단 선장 ""검은수염"" - 전설적인",,A0HO,ACbh,!어둠어둠열매-데브리션,0.0,,0.0,,,
h02V,전설적인,스모커 집념의 해군 중장 - 전설적인,,A16L,ACbh,!화이트아웃,25.0,,0.0,,,
h02V,전설적인,스모커 집념의 해군 중장 - 전설적인,,A0DC,AOae,A!연기연기열매,,,,,,800.0
h02V,전설적인,스모커 집념의 해군 중장 - 전설적인,,A0IS,ACbh,!화이트 블로우,18.0,,250000.0,,,
h02W,전설적인,몽키.D.드래곤 세계최악의 범죄자 - 전설적인,,A0W8,AHad,B파괴공작,,,,,,1000.0
h02W,전설적인,몽키.D.드래곤 세계최악의 범죄자 - 전설적인,,A0SX,AHad,B삭풍,,,,,,800.0
h02W,전설적인,몽키.D.드래곤 세계최악의 범죄자 - 전설적인,,A0ST,Aasl,드래곤전설 이동속도감소,,,,,,800.0
h02W,전설적인,몽키.D.드래곤 세계최악의 범죄자 - 전설적인,,A0SS,AOae,$바람바람열매-전설,,,,,,800.0
h02W,전설적인,몽키.D.드래곤 세계최악의 범죄자 - 전설적인,,A04K,ACac,#드래곤- 혁명군,,,,,,800.0
h02X,전설적인,몽키.D.루피 '기어 2' Jet 개틀링 - 전설적인,,A0UU,ACbh,!숙련된 패기,0.0,,0.0,,,
h02X,전설적인,몽키.D.루피 '기어 2' Jet 개틀링 - 전설적인,,A0TT,AIsx,!개틀링 공속증가,,,,,,
h02X,전설적인,몽키.D.루피 '기어 2' Jet 개틀링 - 전설적인,,A0NN,Asph,스피어 루피전설,,,,0.0,,
h02X,전설적인,몽키.D.루피 '기어 2' Jet 개틀링 - 전설적인,,A052,ACbh,!고무고무 열매,,4.25,75000.0,,,
h02X,전설적인,몽키.D.루피 '기어 2' Jet 개틀링 - 전설적인,,A056,ACce,!jet 개틀링,,,,,,325.0
h02Y,전설적인,몽키.D.루피 나이트메어 - 전설적인,,A0TU,AItg,루피전설-공격력증가보너스1,,,,,,
h02Y,전설적인,몽키.D.루피 나이트메어 - 전설적인,,A0TV,Asph,스피어 나이트메어,,,,0.0,,
h02Y,전설적인,몽키.D.루피 나이트메어 - 전설적인,,A0TW,ACbh,!그림자 흡수-루피 나메,,12.5,0.0,,,
h02Y,전설적인,몽키.D.루피 나이트메어 - 전설적인,,A0O7,ACbh,!그림자 일격-일도양단,18.0,11.0,0.0,,,
h02Z,전설적인,바르토로메오 신예 초신성- 식인 - 전설적인,,A16J,AHad,B!살벌함,,,,,,850.0
h02Z,전설적인,바르토로메오 신예 초신성- 식인 - 전설적인,,A0RA,Asph,스피어 바르토,,,,0.0,,
h02Z,전설적인,바르토로메오 신예 초신성- 식인 - 전설적인,,A0JW,ACbh,!배리어 피스트,17.0,,6000.0,,,
h02Z,전설적인,바르토로메오 신예 초신성- 식인 - 전설적인,,A0JX,ACbh,!배리어불스,0.0,,0.0,,,
h02Z,전설적인,바르토로메오 신예 초신성- 식인 - 전설적인,,A0D6,ACbh,!배리어배리어 열매,0.0,,0.0,,,
h030,전설적인,바솔로뮤 쿠마 폭군 - 전설적인,,A0WU,ANbl,D여행-쿠마,,,,8.0,,
h030,전설적인,바솔로뮤 쿠마 폭군 - 전설적인,,A0RU,ANsi,5범위 전이,,,,60.0,700.0,275.0
h030,전설적인,바솔로뮤 쿠마 폭군 - 전설적인,,A06H,ACbh,!발바닥발바닥 열매,0.0,,0.0,,,
h030,전설적인,바솔로뮤 쿠마 폭군 - 전설적인,,A06I,ACbh,!우르스스 쇼크,0.0,,0.0,,,
h030,전설적인,바솔로뮤 쿠마 폭군 - 전설적인,,A0B2,Asph,스피어 폭군 쿠마,,,,0.0,,
h031,전설적인,후지토라 잇쇼우 '신'해군대장 - 전설적인,,A0FX,AOae,A중력중력열매,,,,,,850.0
h031,전설적인,후지토라 잇쇼우 '신'해군대장 - 전설적인,,A0FZ,ACbh,!중력검,0.0,,0.0,,,
h032,전설적인,보아 핸콕 쿠사 해적단 선장 - 전설적인,,A084,AHfa,!피스톨키스 핸콕전설2,,,,,2000.0,
h032,전설적인,보아 핸콕 쿠사 해적단 선장 - 전설적인,,A05S,ACbh,!매료매료 열매,,,150000.0,,,
h033,전설적인,빈스모크 레이쥬 포이즌 핑크 - 전설적인,,A0DW,ACbh,!핑크 호넷,0.0,,0.0,,,
h033,전설적인,빈스모크 레이쥬 포이즌 핑크 - 전설적인,,A10Y,ACbh,!레이드 슈트,20.0,,0.0,,,
h033,전설적인,빈스모크 레이쥬 포이즌 핑크 - 전설적인,,A0SW,AOae,A독기,,,,,,850.0
h033,전설적인,빈스모크 레이쥬 포이즌 핑크 - 전설적인,,A08M,Aspo,&포이즌 핑크,,,,,,
h034,전설적인,상디 검은다리 '슈트 코스' - 전설적인,,A06E,ACbh,!디아블 잠브-검은다리 슈트 코스,0.0,,0.0,,,
h035,전설적인,샹크스 사황 '붉은머리' - 전설적인,,A0UV,Asph,스피어 샹크스오라,,,,0.0,,
h035,전설적인,샹크스 사황 '붉은머리' - 전설적인,,A0PA,ANpi,!패왕색의패기- 샹크스전설,,,,,,1051.0
h035,전설적인,샹크스 사황 '붉은머리' - 전설적인,,A03X,ACbh,!패기의 검술,20.0,10.0,250000.0,,,
h036,전설적인,센고쿠 전 해군 원수 - 전설적인,,A0DV,ACbh,!사람사람열매,0.0,,0.0,,,
h036,전설적인,센고쿠 전 해군 원수 - 전설적인,,A059,ACbh,!인의,0.0,,0.0,,,
h037,전설적인,슈가 장난감의 지배자 - 전설적인,,A0IZ,ACbh,!하비하비열매,0.0,,0.0,,,
h037,전설적인,슈가 장난감의 지배자 - 전설적인,,A0J0,AHtb,4지정 장난감화,,,,105.0,1150.0,
h037,전설적인,슈가 장난감의 지배자 - 전설적인,,A0IX,AIba,!특별 간부,,,,,,700.0
h038,전설적인,시저 크라운 미치광이 과학자 M - 전설적인,,A0NU,AHad,B무공세계,,,,,,
h038,전설적인,시저 크라운 미치광이 과학자 M - 전설적인,,A0DG,ANpi,!가스가스 열매,,,,,,1000.0
h039,전설적인,시키 금사자 - 전설적인,,A0T0,ACbh,!바닷물 가두기,20.0,,0.0,,,
h039,전설적인,시키 금사자 - 전설적인,,A06R,ACbh,!둥실둥실열매,0.0,,0.0,,,
h03A,전설적인,실버즈 레일리 로저해적단 부선장 - 전설적인,,A000,Asph,스피어 레일리 불멸,,,,0.0,,
h03A,전설적인,실버즈 레일리 로저해적단 부선장 - 전설적인,,A0ER,AHad,B명왕의 패기,,,,,,
h03A,전설적인,실버즈 레일리 로저해적단 부선장 - 전설적인,,A03O,AOae,$패기수련,,,,,,800.0
h03A,전설적인,실버즈 레일리 로저해적단 부선장 - 전설적인,,A0EN,ACbh,!명왕의 검술,12.0,,80000.0,,,
h03B,전설적인,에드워드 뉴게이트 '사황' 흰수염 해적단의 아버지 - 전설적인,,A0SY,ACbh,!지진강타-흰전,0.0,,0.0,,,
h03B,전설적인,에드워드 뉴게이트 '사황' 흰수염 해적단의 아버지 - 전설적인,,A0EI,AHad,B노장의 패기-보스방깎-흔들흔들열매 레벨 1,,,,,,800.0
h03B,전설적인,에드워드 뉴게이트 '사황' 흰수염 해적단의 아버지 - 전설적인,,A0EH,AHad,B강자의 패기-일반유닛,,,,,,750.0
h03C,전설적인,트라팔가 로우 하트 해적단 선장 - 전설적인,,A0I6,ACbh,!인젝션 샷,0.0,,0.0,,,
h03C,전설적인,트라팔가 로우 하트 해적단 선장 - 전설적인,,A05B,ACbh,!수술수술열매 '분해',0.0,,0.0,,,
h03C,전설적인,트라팔가 로우 하트 해적단 선장 - 전설적인,,A0GA,Auhf,!외과수술,,,,50.0,750.0,
h03C,전설적인,트라팔가 로우 하트 해적단 선장 - 전설적인,,A0CN,ANbl,D수술열매 워프,,,,,,
h03D,초월함,토니토니 쵸파 럼블볼 폭주 - 초월함,,A0HL,AHad,B애교-쵸초,,,,,,825.0
h03D,초월함,토니토니 쵸파 럼블볼 폭주 - 초월함,,A0H8,AOae,$스피드포인트-초월,,,,,,825.0
h03D,초월함,토니토니 쵸파 럼블볼 폭주 - 초월함,,A04G,ACac,#선의-쵸초,,,,,,850.0
h03D,초월함,토니토니 쵸파 럼블볼 폭주 - 초월함,,A0G8,ACac,#의료품-쵸초,,,,,,850.0
h03D,초월함,토니토니 쵸파 럼블볼 폭주 - 초월함,,A07O,Asph,스피어 초월함,,,,0.0,,
h03E,전설적인,코비 세계의 운명을 바꾼 해군루키 - 전설적인,,A0L4,ACbh,!코비 체,20.0,,200000.0,,,
h03E,전설적인,코비 세계의 운명을 바꾼 해군루키 - 전설적인,,A0L3,ACbh,!용기의 외침,0.0,,0.0,,,
h03F,전설적인,카르가라 샨디아의 대전사 - 전설적인,,A0YO,AHad,B!샨디아의 대전사,,,,,,825.0
h03F,전설적인,카르가라 샨디아의 대전사 - 전설적인,,A0VW,AIcb,샨디아의 기운 방깎,,,,,,
h03F,전설적인,카르가라 샨디아의 대전사 - 전설적인,,A08H,ACbh,!샨디아의 기운,25.0,10.0,0.0,,,
h03F,전설적인,카르가라 샨디아의 대전사 - 전설적인,,A08G,Ablo,C전설 카르가라 샨디아의 창,,,,0.0,99999.0,
h03G,전설적인,징베 전 칠무해 어인족 수장 - 전설적인,,A0MQ,ACbh,!궁극의 어인 가라데,0.0,,0.0,,,
h03G,전설적인,징베 전 칠무해 어인족 수장 - 전설적인,,A0MR,ACbh,!해류 한판 엎어치기,0.0,,0.0,,,
h03G,전설적인,징베 전 칠무해 어인족 수장 - 전설적인,,A0QL,ACbh,!어인족 수장1,25.0,,600000.0,,,
h03G,전설적인,징베 전 칠무해 어인족 수장 - 전설적인,,A07A,AIba,!의리1,,,,,,700.0
h03H,전설적인,샬롯 크래커 빅맘 3장성 - 전설적인,,A0S0,AHwe,[조합],,,,0.0,,0.0
h03H,전설적인,샬롯 크래커 빅맘 3장성 - 전설적인,,A0PJ,AHad,B3장성 크래커,,,,,,750.0
h03H,전설적인,샬롯 크래커 빅맘 3장성 - 전설적인,,A0ED,ACbh,!크래커-롤 프레첼,0.0,,0.0,,,
h03I,전설적인,제파 전 해군 대장 '흑완' - 전설적인,,A0GI,Asph,스피어 흑완,,,,0.0,,
h03I,전설적인,제파 전 해군 대장 '흑완' - 전설적인,,A0GH,ACbh,!무장색의패기-제파,30.0,,150000.0,,,
h03I,전설적인,제파 전 해군 대장 '흑완' - 전설적인,,A0GE,ACbh,!흑완,0.0,,0.0,,,
h03K,전설적인,Dr.히루루크 나라를 치료한 의사 - 전설적인,,A0TG,Aroc,!벚꽃,,,,0.0,,700.0
h03K,전설적인,Dr.히루루크 나라를 치료한 의사 - 전설적인,,A0JY,ANbl,D도약1,,,,5.0,,
h03K,전설적인,Dr.히루루크 나라를 치료한 의사 - 전설적인,,A0RX,Absk,히루루크 최후의준비,,,,2.0,,
h03K,전설적인,Dr.히루루크 나라를 치료한 의사 - 전설적인,,A0RW,AUau,7범위 돌팔이1,,,,,,850.0
h03K,전설적인,Dr.히루루크 나라를 치료한 의사 - 전설적인,,A0VG,ACac,#흩날리는 겨울의 벚꽃,,,,,,850.0
h03S,전설적인,울티 토비롯포 - 전설적인,,A11A,AIcs,!울두건,,,,,,
h03S,전설적인,울티 토비롯포 - 전설적인,,A0FB,AHad,B공포-울티전설,,,,,,
h03S,전설적인,울티 토비롯포 - 전설적인,,A0FC,AIcs,!용용열매 고대종-파키케팔로1,,,,,,
h040,제한됨,아인 네오 해군 장교 - 제한됨,,A0RQ,ACbh,!폭발탄 사격,25.0,,0.0,,,
h040,제한됨,아인 네오 해군 장교 - 제한됨,,A0JY,ANbl,D도약1,,,,5.0,,
h040,제한됨,아인 네오 해군 장교 - 제한됨,,A0RI,ACbh,!체-아인,0.0,,0.0,,,
h040,제한됨,아인 네오 해군 장교 - 제한됨,,A0RJ,ACbh,!뒤로뒤로열매,0.0,,0.0,,,
h042,전설적인,시노부 쿠노이치 - 전설적인,,A0YP,AEfk,!시노부 보물찾기,,,,300.0,,0.0
h042,전설적인,시노부 쿠노이치 - 전설적인,,A0UH,AHwe,[조합],,,,0.0,,0.0
h042,전설적인,시노부 쿠노이치 - 전설적인,,A0U7,Aroc,!인술 분신,,,,0.0,,600.0
h042,전설적인,시노부 쿠노이치 - 전설적인,,A0TL,ACbh,!급습,20.0,,0.0,,,
h049,불멸의,실버즈 레일리 명왕 - 불멸의,,A0W4,Arsg,T특성강화,,,,5.0,,
h049,불멸의,실버즈 레일리 명왕 - 불멸의,,A000,Asph,스피어 레일리 불멸,,,,0.0,,
h049,불멸의,실버즈 레일리 명왕 - 불멸의,,A03K,ACac,#2인자 명왕,,,,,,0.0
h049,불멸의,실버즈 레일리 명왕 - 불멸의,,A0ES,AHad,B명왕의 패기,,,,,,
h049,불멸의,실버즈 레일리 명왕 - 불멸의,,A03I,AOae,$패기수련,,,,,,825.0
h049,불멸의,실버즈 레일리 명왕 - 불멸의,,A0EM,ACbh,!명왕의 검술,,,92500.0,,,
h049,불멸의,실버즈 레일리 명왕 - 불멸의,,A0EO,ACbh,!순속,12.0,,0.0,,,
h04A,불멸의,에드워드 뉴게이트 한시대를 주름잡던 대해적 - 불멸의,,A0FQ,Asph,스피어 흰수염 해적단,,,,0.0,,
h04A,불멸의,에드워드 뉴게이트 한시대를 주름잡던 대해적 - 불멸의,,A0FP,AHad,B대해적의 위압감,,,,,,850.0
h04A,불멸의,에드워드 뉴게이트 한시대를 주름잡던 대해적 - 불멸의,,A0FM,ACbh,!대지진-흰불,0.0,,0.0,,,
h04A,불멸의,에드워드 뉴게이트 한시대를 주름잡던 대해적 - 불멸의,,A0CZ,ACbh,!지진강타-흰불,0.0,,0.0,,,
h04A,불멸의,에드워드 뉴게이트 한시대를 주름잡던 대해적 - 불멸의,,A0CY,ACbh,!흔들흔들 열매,0.0,,0.0,,,
h04B,불멸의,금사자 시키 천신 - 불멸의,,A0T1,ACbh,!바닷물 가두기,20.0,,0.0,,,
h04B,불멸의,금사자 시키 천신 - 불멸의,,A0UL,Asph,스피어 시불,,,,0.0,,
h04B,불멸의,금사자 시키 천신 - 불멸의,,A0T3,Arsg,T특성강화,,,,5.0,,
h04B,불멸의,금사자 시키 천신 - 불멸의,,A0LU,ACbh,!사자 떨어트리기,0.0,,0.0,,,
h04B,불멸의,금사자 시키 천신 - 불멸의,,A0LR,ACbh,!참파,0.0,,0.0,,,
h04B,불멸의,금사자 시키 천신 - 불멸의,,A0LS,ACbh,!천신,18.0,,700000.0,,,
h04B,불멸의,금사자 시키 천신 - 불멸의,,A0LT,ACbh,!둥실둥실열매,0.0,,0.0,,,
h04C,불멸의,몽키.D.거프 해군영웅 주먹의 거프 - 불멸의,,A0VE,AHad,B영웅,,,,,,
h04C,불멸의,몽키.D.거프 해군영웅 주먹의 거프 - 불멸의,,A0UM,Asph,스피어 거불,,,,0.0,,
h04C,불멸의,몽키.D.거프 해군영웅 주먹의 거프 - 불멸의,,A0LP,Arsg,T특성강화,,,,5.0,,
h04C,불멸의,몽키.D.거프 해군영웅 주먹의 거프 - 불멸의,,A0GY,ACbh,!특제대포환,0.0,,0.0,,,
h04C,불멸의,몽키.D.거프 해군영웅 주먹의 거프 - 불멸의,,A04V,ACbh,!육식-체-거프,0.0,,0.0,,,
h04C,불멸의,몽키.D.거프 해군영웅 주먹의 거프 - 불멸의,,A044,ACbh,!패기의 주먹,20.0,5.0,250000.0,,,
h04C,불멸의,몽키.D.거프 해군영웅 주먹의 거프 - 불멸의,,A0FU,ACbh,!주먹의거프-거불,0.0,,200000.0,,,
h04D,불멸의,몽키.D.드래곤 혁명군의 수장 - 불멸의,,A0V0,Arsg,T특성강화,,,,5.0,,
h04D,불멸의,몽키.D.드래곤 혁명군의 수장 - 불멸의,,A0JV,Asph,스피어 혁명군,,,,0.0,,
h04D,불멸의,몽키.D.드래곤 혁명군의 수장 - 불멸의,,A0FT,ACbh,!폭풍-드불,0.0,,0.0,,,
h04D,불멸의,몽키.D.드래곤 혁명군의 수장 - 불멸의,,A0FS,ACbh,!용오름-드불,0.0,,0.0,,,
h04D,불멸의,몽키.D.드래곤 혁명군의 수장 - 불멸의,,A06G,ACbh,!바람바람열매,0.0,,0.0,,,
h04D,불멸의,몽키.D.드래곤 혁명군의 수장 - 불멸의,,A04L,AOae,$드래곤-혁명가,,,,,,
h04E,불멸의,"센고쿠 해군원수 ""부처님"" - 불멸의",,A16P,ACbh,!포격지원,0.0,,0.0,,,
h04E,불멸의,"센고쿠 해군원수 ""부처님"" - 불멸의",,A0G9,ACbh,!충격파,0.0,,0.0,,,
h04E,불멸의,"센고쿠 해군원수 ""부처님"" - 불멸의",,A0WS,Arsg,T특성강화,,,,5.0,,
h04E,불멸의,"센고쿠 해군원수 ""부처님"" - 불멸의",,A062,ACac,#해군원수,,,,,,99999.0
h04E,불멸의,"센고쿠 해군원수 ""부처님"" - 불멸의",,A142,ACac,#해군원수-자신만적용,,,,,,850.0
h04E,불멸의,"센고쿠 해군원수 ""부처님"" - 불멸의",,A0TZ,ACce,!사람사람열매,,,,,,385.0
h04E,불멸의,"센고쿠 해군원수 ""부처님"" - 불멸의",,A0D8,ACbh,!부처의 일격 센불,0.0,,0.0,,,
h04F,불멸의,스코퍼 가반 로져 해적단의 검호 - 불멸의,,A120,AIcb,가반 방깎-광폭화/보스,,,,,,
h04F,불멸의,스코퍼 가반 로져 해적단의 검호 - 불멸의,,A0DP,ACbh,!무장색의 패기-가반,45.0,,350000.0,,,
h04F,불멸의,스코퍼 가반 로져 해적단의 검호 - 불멸의,,A0H5,ACbh,!마음의 눈,55.0,6.25,0.0,,,
h04F,불멸의,스코퍼 가반 로져 해적단의 검호 - 불멸의,,A0ET,ACbh,!급소베기-가반,13.0,6.25,0.0,,,
h04F,불멸의,스코퍼 가반 로져 해적단의 검호 - 불멸의,,A0EJ,AIcb,가반 방깎,,,,,,
h04F,불멸의,스코퍼 가반 로져 해적단의 검호 - 불멸의,,A04F,ACac,#천왕의 검술1,,,,,,200.0
h04G,불멸의,"제트 해군 스승 ""Z"" - 불멸의",,A0JZ,Arsg,T특성강화,,,,5.0,,
h04G,불멸의,"제트 해군 스승 ""Z"" - 불멸의",,A0OT,ACbh,!다이나 스톤-제불,0.0,,0.0,,,
h04G,불멸의,"제트 해군 스승 ""Z"" - 불멸의",,A0OS,ANbl,D체-제트불멸,,,,5.0,,
h04G,불멸의,"제트 해군 스승 ""Z"" - 불멸의",,A05P,ACbh,!대구경 탄환2,100.0,,50000.0,,,
h04G,불멸의,"제트 해군 스승 ""Z"" - 불멸의",,A09E,ACbh,!차지 버스터,0.0,,0.0,,,
h04G,불멸의,"제트 해군 스승 ""Z"" - 불멸의",,A0DY,AOae,A신념,,,,,,
h04I,초월함,"도플라밍고 ""어둠의 조커""드레스로자의 악몽 - 초월함",,A0RV,Arsg,T특성강화,,,,5.0,,
h04I,초월함,"도플라밍고 ""어둠의 조커""드레스로자의 악몽 - 초월함",,A0VD,ACbh,!다중절단,0.0,,0.0,,,
h04I,초월함,"도플라밍고 ""어둠의 조커""드레스로자의 악몽 - 초월함",,A061,ACbh,!하늘귀신,0.0,,0.0,,,
h04I,초월함,"도플라밍고 ""어둠의 조커""드레스로자의 악몽 - 초월함",,A0HC,ACbh,!오색실,0.0,,0.0,,,
h04I,초월함,"도플라밍고 ""어둠의 조커""드레스로자의 악몽 - 초월함",,A0VY,ACbh,!오버히트,0.0,,0.0,,,
h04I,초월함,"도플라밍고 ""어둠의 조커""드레스로자의 악몽 - 초월함",,A0DF,ACbh,!실실열매,0.0,,0.0,,,
h04I,초월함,"도플라밍고 ""어둠의 조커""드레스로자의 악몽 - 초월함",,A07O,Asph,스피어 초월함,,,,0.0,,
h04I,초월함,"도플라밍고 ""어둠의 조커""드레스로자의 악몽 - 초월함",,A0AL,AEme,6변신,,,,6.0,,
h04J,불멸의,골.D.로져 해적왕 - 불멸의,,A0KB,ANpi,!해적왕의 패기,,,,,,900.0
h04J,불멸의,골.D.로져 해적왕 - 불멸의,,A0FN,ACbh,!고대병기,0.0,,0.0,,,
h04J,불멸의,골.D.로져 해적왕 - 불멸의,,A0FO,ACac,#만물을 듣는 힘-로져1,,,,,,850.0
h04J,불멸의,골.D.로져 해적왕 - 불멸의,,A0FI,ACbh,!카무사리,12.5,,500000.0,,,
h04J,불멸의,골.D.로져 해적왕 - 불멸의,,A0FD,AHad,B해적왕의 위엄,,,,,,850.0
h04J,불멸의,골.D.로져 해적왕 - 불멸의,,A0AR,Aasl,로저 이동속도 감소1,,,,,,825.0
h04K,초월함,징베 어인협객 - 초월함,,A0X1,AIba,!내가중수,,,,,,850.0
h04K,초월함,징베 어인협객 - 초월함,,A0WX,ACbh,!해류 한판 엎어치기,0.0,,0.0,,,
h04K,초월함,징베 어인협객 - 초월함,,A0WL,AOae,$의협,,,,,,850.0
h04K,초월함,징베 어인협객 - 초월함,,A0X0,ACbh,!어인공수도-징베,40.0,,0.0,,,
h04K,초월함,징베 어인협객 - 초월함,,A0WM,AIba,!무뢰관,,,,,,0.0
h04K,초월함,징베 어인협객 - 초월함,,A07O,Asph,스피어 초월함,,,,0.0,,
h04L,초월함,보르살리노 해군대장 키자루  - 초월함,,A0P1,ACbh,!빛의 기둥,0.0,,0.0,,,
h04L,초월함,보르살리노 해군대장 키자루  - 초월함,,A0JM,ACbh,!빛의 발차기,0.0,,0.0,,,
h04L,초월함,보르살리노 해군대장 키자루  - 초월함,,A0HJ,ACbh,!팔척경곡옥,0.0,,0.0,,,
h04L,초월함,보르살리노 해군대장 키자루  - 초월함,,A0CS,ACbh,!빛빛열매,,8.880000114440918,0.0,,,
h04L,초월함,보르살리노 해군대장 키자루  - 초월함,,A0CR,ANbl,D키자루 빛의 이동,,,,2.0,,
h04L,초월함,보르살리노 해군대장 키자루  - 초월함,,A07O,Asph,스피어 초월함,,,,0.0,,
h04M,초월함,마샬.D.티치 지진과 어둠의 검은수염 - 초월함,,A0G9,ACbh,!충격파,0.0,,0.0,,,
h04M,초월함,마샬.D.티치 지진과 어둠의 검은수염 - 초월함,,A0WS,Arsg,T특성강화,,,,5.0,,
h04M,초월함,마샬.D.티치 지진과 어둠의 검은수염 - 초월함,,A062,ACac,#해군원수,,,,,,99999.0
h04M,초월함,마샬.D.티치 지진과 어둠의 검은수염 - 초월함,,A142,ACac,#해군원수-자신만적용,,,,,,850.0
h04M,초월함,마샬.D.티치 지진과 어둠의 검은수염 - 초월함,,A0TZ,ACce,!사람사람열매,,,,,,385.0
h04M,초월함,마샬.D.티치 지진과 어둠의 검은수염 - 초월함,,A0D8,ACbh,!부처의 일격 센불,0.0,,0.0,,,
h04N,초월함,사보 혁명군 참모총장 - 초월함,,A0HF,ACbh,!이글이글열매,0.0,,0.0,,,
h04N,초월함,사보 혁명군 참모총장 - 초월함,,A0HE,ACbh,!화염용왕,0.0,,0.0,,,
h04N,초월함,사보 혁명군 참모총장 - 초월함,,A0HA,ACbh,!용의 숨결,,4.0,0.0,,,
h04N,초월함,사보 혁명군 참모총장 - 초월함,,A0H2,AHad,B용조권,,,,,,850.0
h04N,초월함,사보 혁명군 참모총장 - 초월함,,A0E6,AOae,A투기,,,,,,800.0
h04N,초월함,사보 혁명군 참모총장 - 초월함,,A07O,Asph,스피어 초월함,,,,0.0,,
h04O,영원한,음표 병사 우타우타열매 - 영원한,,A17A,Apiv,음표-영구인비저블리티,,,,,,
h04O,영원한,음표 병사 우타우타열매 - 영원한,,A17B,AIsx,!!!,,,,,,
h04O,영원한,음표 병사 우타우타열매 - 영원한,,A07O,Asph,스피어 초월함,,,,0.0,,
h04P,초월함,"각성 도플라밍고 ""어둠의 조커""드레스로자의 악몽 - 초월함",,A061,ACbh,!하늘귀신,0.0,,0.0,,,
h04P,초월함,"각성 도플라밍고 ""어둠의 조커""드레스로자의 악몽 - 초월함",,A0VY,ACbh,!오버히트,0.0,,0.0,,,
h04P,초월함,"각성 도플라밍고 ""어둠의 조커""드레스로자의 악몽 - 초월함",,A07O,Asph,스피어 초월함,,,,0.0,,
h04P,초월함,"각성 도플라밍고 ""어둠의 조커""드레스로자의 악몽 - 초월함",,A0AL,AEme,6변신,,,,6.0,,
