유닛ID,유닛이름,스킬트리거,함수,호출,RRD순번,계산식앞,공격타입,피해타입,방어무시,주의
,,Shanks_ET_pegi1,Trig_Shanks_ET_pegi1_Func001Func009A,RRD,2,300000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
,,Shanks_ET_pegi1,Trig_Shanks_ET_pegi1_Actions,RRD,3,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*0.12",NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
,,Shanks_ET_pegi1,Trig_Shanks_ET_pegi1_Actions,RRD,4,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*0.06",NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
,,Shanks_ET_pegi1,Trig_Shanks_ET_pegi1_Actions,RRD,5,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*0.03",NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
,,Shanks_ET_pegi1,Trig_Shanks_ET_pegi1_Actions,RRD,6,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*0.06",NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
,,Shanks_ET_pegi2,Trig_Shanks_ET_pegi2_Func001Func001Func002Func008A,RRD,1,250000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
,,Shanks_ET_pegi2,Trig_Shanks_ET_pegi2_Func001Func009A,RRD,2,300000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
,,Shanks_ET_pegi2,Trig_Shanks_ET_pegi2_Actions,RRD,3,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*0.12",NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
,,Shanks_ET_pegi2,Trig_Shanks_ET_pegi2_Actions,RRD,4,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*0.06",NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
,,Shanks_ET_pegi2,Trig_Shanks_ET_pegi2_Actions,RRD,5,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*0.03",NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
,,Shanks_ET_pegi2,Trig_Shanks_ET_pegi2_Actions,RRD,6,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*0.06",NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
,,Shanks_ET_pegi3,Trig_Shanks_ET_pegi3_Func001Func001Func002Func008A,RRD,1,250000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
,,Shanks_ET_pegi3,Trig_Shanks_ET_pegi3_Func001Func009A,RRD,2,300000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
,,Shanks_ET_pegi3,Trig_Shanks_ET_pegi3_Actions,RRD,3,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*0.12",NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
,,Shanks_ET_pegi3,Trig_Shanks_ET_pegi3_Actions,RRD,4,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*0.06",NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
,,Shanks_ET_pegi3,Trig_Shanks_ET_pegi3_Actions,RRD,5,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*0.03",NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
,,Shanks_ET_pegi3,Trig_Shanks_ET_pegi3_Actions,RRD,6,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*0.06",NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
,,Shanks_ET_pegi4,Trig_Shanks_ET_pegi4_Func001Func001Func002Func008A,RRD,1,250000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
,,Shanks_ET_pegi4,Trig_Shanks_ET_pegi4_Func001Func009A,RRD,2,300000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
,,Shanks_ET_pegi4,Trig_Shanks_ET_pegi4_Actions,RRD,3,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*0.12",NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
,,Shanks_ET_pegi4,Trig_Shanks_ET_pegi4_Actions,RRD,4,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*0.06",NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
,,Shanks_ET_pegi4,Trig_Shanks_ET_pegi4_Actions,RRD,5,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*0.03",NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
,,Shanks_ET_pegi4,Trig_Shanks_ET_pegi4_Actions,RRD,6,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*0.06",NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H096,로키포트 사건의 주모자,Law_Attack,Trig_Law_Attack_Func011A,RRD,1,2500000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H096,로키포트 사건의 주모자,Law_Skill_2,Trig_Law_Skill_2_Actions,RRD,1,"(GetUnitStateSwap(UNIT_STATE_LIFE,udg_Hero[1])*(0.2))",CHAOS,UNIVERSAL,O,
H096,로키포트 사건의 주모자,Law_Skill_2_reinforce,Trig_Law_Skill_2_reinforce_Actions,RRD,1,"(GetUnitStateSwap(UNIT_STATE_LIFE,udg_Hero[1])*(0.2))",CHAOS,UNIVERSAL,O,
H096,로키포트 사건의 주모자,Law_skill_5,Trig_Law_skill_5_Func006Func005A,RRD,1,"(300000.00+(GetUnitStateSwap(UNIT_STATE_LIFE,s__TrigVariable",CHAOS,UNIVERSAL,O,
H09G,정열의 요리사,SandiAttack_Upgrade,Trig_SandiAttack_Upgrade_Actions,RRD,1,"((GetUnitStateSwap(UNIT_STATE_LIFE,GetTriggerUnit())*0.10)*(",SIEGE,UNIVERSAL,O,
H09G,정열의 요리사,SandiAttack_Upgrade,Trig_SandiAttack_Upgrade_Actions,RRD,2,450000.00,MAGIC,UNIVERSAL,O,
H09H,뉴카마섬의 생존자,SandiAttack,Trig_SandiAttack_Actions,RRD,1,"((GetUnitStateSwap(UNIT_STATE_LIFE,GetTriggerUnit())*0.10)*(",SIEGE,UNIVERSAL,O,
H09H,뉴카마섬의 생존자,SandiAttack,Trig_SandiAttack_Actions,RRD,2,450000.00,MAGIC,UNIVERSAL,O,
H09H,뉴카마섬의 생존자,Sandi_skill_1,Trig_Sandi_skill_1_Actions,RRD,1,"((GetUnitStateSwap(UNIT_STATE_LIFE,s__TrigVariables__get_uni",SIEGE,UNIVERSAL,O,
H09H,뉴카마섬의 생존자,Sandi_skill_1,Trig_Sandi_skill_1_Actions,RRD,2,450000.00,MAGIC,UNIVERSAL,O,
H09H,뉴카마섬의 생존자,Sandi_skill_Mana2,Trig_Sandi_skill_Mana2_Func003Func005A,RRD,1,3330000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H09H,뉴카마섬의 생존자,Sandi_skill_Mana2,Trig_Sandi_skill_Mana2_Actions,RRD,2,"((GetUnitStateSwap(UNIT_STATE_LIFE,s__TrigVariables__get_uni",SIEGE,UNIVERSAL,O,
H09H,뉴카마섬의 생존자,Sandi_skill_Mana2,Trig_Sandi_skill_Mana2_Actions,RRD,3,2075000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H095,신 해군원수 ,Akainu_02,Trig_Akainu_02_Actions,RRD,1,(7250000.00+(s__TrigVariables__get_realD(GlobalTV)*10.00)),NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H095,신 해군원수 ,Akainu_02,Trig_Akainu_02_Actions,RRD,2,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_",NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H092,혁명군 참모총장,Sabo_Mana,Trig_Sabo_Mana_Func018A,RRD,1,3750000.00,HERO,NORMAL,X,
H092,혁명군 참모총장,Sabo_Mana,Trig_Sabo_Mana_Func018A,RRD,2,"(0.02*GetUnitStateSwap(UNIT_STATE_LIFE,GetEnumUnit()))",HERO,NORMAL,X,
H092,혁명군 참모총장,Sabo_Skill_1,Trig_Sabo_Skill_1_Func049A,RRD,1,3250000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H092,혁명군 참모총장,Sabo_Skill_1,Trig_Sabo_Skill_1_Func049A,RRD,2,((1000000.00+s__TrigVariables__get_realD(GlobalTV))*I2R(Unit,HERO,NORMAL,X,
H092,혁명군 참모총장,Sabo_Skill_1,Trig_Sabo_Skill_1_Actions,RRD,3,(2500000.00+(500000.00*I2R(UnitCountBuffsExBJ(bj_BUFF_POLARI,CHAOS,UNIVERSAL,O,
H092,혁명군 참모총장,Sabo_Skill_3,Trig_Sabo_Skill_3_Func007A,RRD,1,1150000.00,CHAOS,NORMAL,X,
H092,혁명군 참모총장,Sabo_Skill_4,Trig_Sabo_Skill_4_Func009A,RRD,1,500000.00,CHAOS,NORMAL,X,
H092,혁명군 참모총장,Sabo_Skill_4,Trig_Sabo_Skill_4_Actions,RRD,2,(500000.00+(50000.00*I2R(UnitCountBuffsExBJ(bj_BUFF_POLARITY,CHAOS,UNIVERSAL,O,
H092,혁명군 참모총장,Sabo_Skill_4,Trig_Sabo_Skill_4_Actions,RRD,3,"((GetUnitStateSwap(UNIT_STATE_MAX_LIFE,udg_Hero_Sabo[3])*0.0",HERO,NORMAL,X,
H092,혁명군 참모총장,Sabo_Skill_4,Trig_Sabo_Skill_4_Actions,RRD,4,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,udg_Hero_Sabo[3])*0.01",HERO,NORMAL,X,
H098,오하라의 마지막 생존자,Robine_skill_1,Trig_Robine_skill_1_Func023A,RRD,1,"(1850000.00+(GetUnitStateSwap(UNIT_STATE_LIFE,GetEnumUnit())",CHAOS,NORMAL,X,
H098,오하라의 마지막 생존자,Robine_skill_1,Trig_Robine_skill_1_Actions,RRD,2,200000.00,MAGIC,UNIVERSAL,O,
H098,오하라의 마지막 생존자,Robine_skill_2,Trig_Robine_skill_2_Func006A,RRD,1,400000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H098,오하라의 마지막 생존자,Robine_skill_3,Trig_Robine_skill_3_Func019A,RRD,1,600000.00,CHAOS,NORMAL,X,
H093,슈퍼 탱크,Chopatank,Trig_Chopatank_Func013A,RRD,1,GetEventDamage(),CHAOS,NORMAL,X,
H093,슈퍼 탱크,Chopatank,Trig_Chopatank_Actions,RRD,2,250000.00,MAGIC,UNIVERSAL,O,
H08U,'포세이돈' 인어공주,Sirahoshi_skill_Mana,Trig_Sirahoshi_skill_Mana_Func003Func007A,RRD,1,"(3350000.00+((GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetEnumUn",NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H05N,해군의 홍일점,tahsigi,Trig_tahsigi_Func002Func001Func004A,RRD,1,"((400000.00+(I2R(GetHeroStatBJ(bj_HEROSTAT_STR,s__TrigVariab",MAGIC,UNIVERSAL,O,
H05N,해군의 홍일점,tahsigi,Trig_tahsigi_Func004Func006Func010A,UnitDamageTargetBJ,2,"(400000.00+(I2R(GetHeroStatBJ(bj_HEROSTAT_AGI,s__TrigVariabl",CHAOS,UNIVERSAL,O,
H05N,해군의 홍일점,tahsigi,Trig_tahsigi_Func004Func006Func010A,RRD,3,"((350000.00+(I2R(GetHeroStatBJ(bj_HEROSTAT_STR,s__TrigVariab",MAGIC,UNIVERSAL,O,
H05N,해군의 홍일점,tahsigi,Trig_tahsigi_Actions,RRD,4,500000.00,MAGIC,UNIVERSAL,O,
H05N,해군의 홍일점,tahsigi,Trig_tahsigi_Actions,RRD,5,500000.00,MAGIC,UNIVERSAL,O,
H05N,해군의 홍일점,Tasigi_02,Trig_Tasigi_02_Func006Func001Func002Func011A,UnitDamageTargetBJ,1,((GetEventDamage()*9.00)+(850000.00+(I2R(GetHeroStatBJ(bj_HE,MAGIC,UNIVERSAL,O,
H05N,해군의 홍일점,Tasigi_02,Trig_Tasigi_02_Actions,RRD,2,500000.00,MAGIC,UNIVERSAL,O,
H05N,해군의 홍일점,Tasigi_03,Trig_Tasigi_03_Func002Func023A,UnitDamageTargetBJ,1,"(400000.00+(I2R(GetHeroStatBJ(bj_HEROSTAT_AGI,s__TrigVariabl",CHAOS,UNIVERSAL,O,
H05N,해군의 홍일점,Tasigi_03,Trig_Tasigi_03_Func003Func001Func020A,UnitDamageTargetBJ,2,"(380000.00+(I2R(GetHeroStatBJ(bj_HEROSTAT_STR,s__TrigVariabl",MAGIC,UNIVERSAL,O,
H05N,해군의 홍일점,Tasigi_03,Trig_Tasigi_03_Func003Func001Func025Func019A,UnitDamageTargetBJ,3,"(360000.00+(I2R(GetHeroStatBJ(bj_HEROSTAT_STR,s__TrigVariabl",MAGIC,UNIVERSAL,O,
H05N,해군의 홍일점,Tasigi_03,Trig_Tasigi_03_Func004Func011A,UnitDamageTargetBJ,4,"(350000.00+(I2R(GetHeroStatBJ(bj_HEROSTAT_AGI,s__TrigVariabl",MAGIC,UNIVERSAL,O,
H05N,해군의 홍일점,Tasigi_03,Trig_Tasigi_03_Actions,RRD,5,400000.00,MAGIC,UNIVERSAL,O,
H05N,해군의 홍일점,Tasigi_03,Trig_Tasigi_03_Actions,RRD,6,"((GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get",NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H05N,해군의 홍일점,Tasigi_03,Trig_Tasigi_03_Actions,RRD,7,400000.00,MAGIC,UNIVERSAL,O,
H05N,해군의 홍일점,Tasigi_03,Trig_Tasigi_03_Actions,RRD,8,"((GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get",NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H090,지진과 어둠의 검은수염,Tichi_skill_1,Trig_Tichi_skill_1_Actions,RRD,1,4000000.00,CHAOS,UNIVERSAL,O,
H090,지진과 어둠의 검은수염,Tichi_skill_1,Trig_Tichi_skill_1_Actions,RRD,2,1000000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H090,지진과 어둠의 검은수염,Tichi_skill_1,Trig_Tichi_skill_1_Actions,RRD,3,2000000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H090,지진과 어둠의 검은수염,Tichi_skill_2_tr,Trig_Tichi_skill_2_tr_Func003Func007A,RRD,1,"(385000.00+(I2R(GetHeroStatBJ(bj_HEROSTAT_STR,s__TrigVariabl",NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H090,지진과 어둠의 검은수염,Tichi_skill_2_tr,Trig_Tichi_skill_2_tr_Func004Func003A,RRD,2,"(385000.00+(I2R(GetHeroStatBJ(bj_HEROSTAT_STR,s__TrigVariabl",NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H090,지진과 어둠의 검은수염,Tichi_skill_3,Trig_Tichi_skill_3_Func009A,RRD,1,"((1750000.00+(I2R(GetHeroStatBJ(bj_HEROSTAT_STR,udg_Hero[0],",NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H08X,해군 대장 '성난 보라호랑이',Huji01,Trig_Huji01_Func038A,RRD,1,((GetEventDamage()*2.50)+250000.00),CHAOS,NORMAL,X,
H08X,해군 대장 '성난 보라호랑이',Huji01,Trig_Huji01_Func051A,RRD,2,GetEventDamage(),CHAOS,NORMAL,X,
H08X,해군 대장 '성난 보라호랑이',Huji01,Trig_Huji01_Actions,RRD,3,350000.00,MAGIC,UNIVERSAL,O,
,,Huji02DM,Trig_Huji02DM_Func007A,RRD,1,((GetEventDamage()*5.00)+450000.00),CHAOS,NORMAL,X,
H08X,해군 대장 '성난 보라호랑이',Huji_03,Trig_Huji_03_Func006Func007A,RRD,1,6250000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H08X,해군 대장 '성난 보라호랑이',Huji_meteor,Trig_Huji_meteor_Func003Func004A,RRD,1,315000.00,CHAOS,NORMAL,X,
H08Y,무적의 아이언 파이러츠,Franky_Skill_Mana1,Trig_Franky_Skill_Mana1_Func033A,RRD,1,4000000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H08Y,무적의 아이언 파이러츠,Franky_Skill_1,Trig_Franky_Skill_1_Func007A,RRD,1,500000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H08Y,무적의 아이언 파이러츠,Franky_Skill_1,Trig_Franky_Skill_1_Func015A,RRD,2,400000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H08Y,무적의 아이언 파이러츠,Franky_Skill_1,Trig_Franky_Skill_1_Actions,RRD,3,250000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H08Y,무적의 아이언 파이러츠,Franky_Skill_1,Trig_Franky_Skill_1_Actions,RRD,4,200000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H08Y,무적의 아이언 파이러츠,Franky_misiile_re,Trig_Franky_misiile_re_Func026A,RRD,1,180000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H09E,"""어둠의 조커""드레스로자의 악몽",DP_AttackDamage,Trig_DP_AttackDamage_Func015A,RRD,1,((GetEventDamage()*0.50)+50000.00),PIERCE,NORMAL,X,
H09D,"""어둠의 조커""드레스로자의 악몽",DP_Attack_gaksung,Trig_DP_Attack_gaksung_Func016A,RRD,1,"((GetUnitStateSwap(UNIT_STATE_LIFE,GetEnumUnit())*0.01)+1000",NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H09D,"""어둠의 조커""드레스로자의 악몽",DP_Attack_gaksung,Trig_DP_Attack_gaksung_Func016A,RRD,2,400000.00,CHAOS,NORMAL,X,
H09D,"""어둠의 조커""드레스로자의 악몽",DP_AttackDamagegaksung,Trig_DP_AttackDamagegaksung_Func015A,RRD,1,((GetEventDamage()*0.85)+85000.00),CHAOS,NORMAL,X,
H09E,"""어둠의 조커""드레스로자의 악몽",DP_Skill_3,Trig_DP_Skill_3_Func007A,RRD,1,"(750000.00+(I2R(GetHeroStatBJ(bj_HEROSTAT_STR,udg_Hero_DP[0]",PIERCE,NORMAL,X,
H09E,"""어둠의 조커""드레스로자의 악몽",DP_Skill_2,Trig_DP_Skill_2_Actions,RRD,1,200000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H09E,"""어둠의 조커""드레스로자의 악몽",DP_Skill_2,Trig_DP_Skill_2_Actions,RRD,2,"((GetUnitStateSwap(UNIT_STATE_LIFE,s__TrigVariables__get_uni",CHAOS,NORMAL,X,
H09B,G.O.D,Usop_Attack,Trig_Usop_Attack_Func015A,RRD,1,600000.00,PIERCE,NORMAL,X,
H09B,G.O.D,Usop_Attack,Trig_Usop_Attack_Func032A,RRD,2,262500.00,PIERCE,NORMAL,X,
H09B,G.O.D,Usop_Attack,Trig_Usop_Attack_Actions,RRD,3,(450000.00+(1500.00*I2R(GetUnitPointValue(GetTriggerUnit())),NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H09B,G.O.D,Usop_Skill_2,Trig_Usop_Skill_2_Func012A,RRD,1,262500.00,PIERCE,NORMAL,X,
H09B,G.O.D,Usop_Skill_2,Trig_Usop_Skill_2_Func027A,RRD,2,262500.00,PIERCE,NORMAL,X,
H09B,G.O.D,Usop_Skill_2,Trig_Usop_Skill_2_Actions,RRD,3,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_",PIERCE,UNIVERSAL,O,
H09B,G.O.D,Usop_Skill_2,Trig_Usop_Skill_2_Actions,RRD,4,(1050000.00/I2R(GetUnitPointValue(s__TrigVariables__get_unit,PIERCE,UNIVERSAL,O,
H09B,G.O.D,Usop_Skill_2,Trig_Usop_Skill_2_Actions,RRD,5,350000.00,PIERCE,UNIVERSAL,O,
H09C,G.O.D,Usop_Skill_10Ton,Trig_Usop_Skill_10Ton_Actions,RRD,1,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*(0.0",PIERCE,NORMAL,X,
H09B,G.O.D,Usop_Skill_Mana,Trig_Usop_Skill_Mana_Func021A,RRD,1,"(1000000.00+(GetUnitStateSwap(UNIT_STATE_LIFE,GetEnumUnit())",HERO,NORMAL,X,
H0B5,해군대장-보르살리노,Kizaru_01_shoot,Trig_Kizaru_01_shoot_Func010A,RRD,1,200000.00,MAGIC,UNIVERSAL,O,
H0B5,해군대장-보르살리노,Kizaru_01,Trig_Kizaru_01_Actions,RRD,1,s__TrigVariables__get_realD(GlobalTV),NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H097,전 해군대장 아오키지 ,Aokigi_skill_3,Trig_Aokigi_skill_3_Func018A,UnitDamageTargetBJ,1,240000.00,MAGIC,UNIVERSAL,O,
H09F,수라의 검사,Zoro_tiger,Trig_Zoro_tiger_Func004Func015A,UnitDamageTargetBJ,1,(2500000.00+s__TrigVariables__get_realD(GlobalTV)),CHAOS,NORMAL,X,
H09F,수라의 검사,Zoro_saza1,Trig_Zoro_saza1_Func002Func040A,RRD,1,(602500.00+s__TrigVariables__get_realD(GlobalTV)),CHAOS,NORMAL,X,
H09F,수라의 검사,Zoro_saza1,Trig_Zoro_saza1_Actions,RRD,2,(903750.00+(s__TrigVariables__get_realD(GlobalTV)*10.00)),CHAOS,NORMAL,X,
H09F,수라의 검사,Zoro_raven,Trig_Zoro_raven_Func003Func020A,RRD,1,(350000.00+s__TrigVariables__get_realD(GlobalTV)),CHAOS,NORMAL,X,
H09F,수라의 검사,Zoro_raven,Trig_Zoro_raven_Func004Func008A,RRD,2,350000.00,CHAOS,NORMAL,X,
H09F,수라의 검사,Zoro_raven,Trig_Zoro_raven_Func005Func008A,RRD,3,350000.00,CHAOS,NORMAL,X,
H09F,수라의 검사,Zoro_samchun1,Trig_Zoro_samchun1_Func002Func012A,RRD,1,2500000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H09F,수라의 검사,Zoro_Samchun2,Trig_Zoro_Samchun2_Func003Func006A,RRD,1,(1500000.00+s__TrigVariables__get_realD(GlobalTV)),CHAOS,NORMAL,X,
H09F,수라의 검사,Zoro_Samchun2,Trig_Zoro_Samchun2_Func004Func002A,RRD,2,2500000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H0BT,염왕,Zoro_enfor_3dragon,Trig_Zoro_enfor_3dragon_Func002Func017A,RRD,1,(535000.00+s__TrigVariables__get_realD(GlobalTV)),CHAOS,NORMAL,X,
H0BT,염왕,Zoro_enfor_3dragon,Trig_Zoro_enfor_3dragon_Func003Func005Func005A,RRD,2,532500.00,CHAOS,NORMAL,X,
H0BT,염왕,Zoro_enfor_flying_draong,Trig_Zoro_enfor_flying_draong_Func002Func015A,RRD,1,(672500.00+s__TrigVariables__get_realD(GlobalTV)),CHAOS,NORMAL,X,
H0BT,염왕,Zoro_enfor_flying_draong,Trig_Zoro_enfor_flying_draong_Actions,RRD,2,(903750.00+(s__TrigVariables__get_realD(GlobalTV)*10.00)),CHAOS,NORMAL,X,
H08V,웨더리아의 항해사,Nami_Skill_1,Trig_Nami_Skill_1_Func022A,RRD,1,(300000.00+s__TrigVariables__get_realD(GlobalTV)),NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H08V,웨더리아의 항해사,Nami_Skill_1,Trig_Nami_Skill_1_Func035A,RRD,2,(450000.00+(s__TrigVariables__get_realD(GlobalTV)*1.50)),NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H08V,웨더리아의 항해사,Nami_Skill_2,Trig_Nami_Skill_2_Actions,RRD,1,800000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H08V,웨더리아의 항해사,Nami_Skill_2,Trig_Nami_Skill_2_Actions,RRD,2,400000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H08V,웨더리아의 항해사,Nami_Skill_2,Trig_Nami_Skill_2_Actions,RRD,3,400000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H08V,웨더리아의 항해사,Nami_Skill_4,Trig_Nami_Skill_4_Func018A,RRD,1,350000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H09I,소울 킹,BrookAttack,Trig_BrookAttack_Actions,RRD,1,"((GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*(0.",PIERCE,UNIVERSAL,O,
H09I,소울 킹,BrookAttack,Trig_BrookAttack_Actions,RRD,2,75000.00,HERO,UNIVERSAL,O,
H09I,소울 킹,Brook_Skill_1,Trig_Brook_Skill_1_Func015A,RRD,1,350000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H09I,소울 킹,Brook_Skill_1,Trig_Brook_Skill_1_Func028A,RRD,2,350000.00,NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H094,운명을 점치는 마술사,Hokins_mana,Trig_Hokins_mana_Func004Func003A,RRD,1,(1350000.00+(190000.00*s__TrigVariables__get_realB(GlobalTV),CHAOS,NORMAL,X,
H094,운명을 점치는 마술사,Hokins_Skill_3,Trig_Hokins_Skill_3_Func003Func004Func002A,RRD,1,(187500.00+(15000.00*s__TrigVariables__get_realB(GlobalTV))),CHAOS,NORMAL,X,
H094,운명을 점치는 마술사,Hokins_Skill_4,Trig_Hokins_Skill_4_Func025A,RRD,1,(162500.00+(13000.00*s__TrigVariables__get_realB(GlobalTV))),NORMAL,UNIVERSAL,O,⚠NORMAL=원작 Spells행
H094,운명을 점치는 마술사,Hokins,Trig_Hokins_Func002Func001Func004A,RRD,1,(250000.00+(20000.00*s__TrigVariables__get_realB(GlobalTV))),CHAOS,NORMAL,X,
H09A,어인협객,jinbe_Attack,Trig_jinbe_Attack_Actions,RRD,1,"(1000000.00+(I2R(GetUnitAbilityLevelSwapped('AId1',GetTrigge",SIEGE,NORMAL,X,
H09A,어인협객,Jimbe,Trig_Jimbe_Func002Func001Func001Func002Func004A,RRD,1,"(1750000.00+(I2R(GetUnitAbilityLevelSwapped('AId1',GetEnumUn",CHAOS,NORMAL,X,
H09A,어인협객,Jimbe,Trig_Jimbe_Actions,RRD,2,"(4840000.00+(I2R(GetUnitAbilityLevelSwapped('AId1',s__TrigVa",CHAOS,UNIVERSAL,O,
H09A,어인협객,Jimbe_jingak,Trig_Jimbe_jingak_Func002Func001Func012A,RRD,1,((1000000.00+s__TrigVariables__get_realD(GlobalTV))+(I2R(Get,CHAOS,NORMAL,X,
H09A,어인협객,Jimbe_Mu,Trig_Jimbe_Mu_Func002Func001Func010A,RRD,1,"(4350000.00+(I2R(GetUnitAbilityLevelSwapped('AId1',GetEnumUn",CHAOS,NORMAL,X,
H0B2,다섯번째 황제,Snake_Attack,Trig_Snake_Attack_Func022A,RRD,1,(75000.00*(1+(0.01*(GetUnitMoveSpeed(GetEnumUnit())*0.30)))),HERO,NORMAL,X,
H0B3,다섯번째 황제,Snake_Attack_BlackMamba,Trig_Snake_Attack_BlackMamba_Func019A,RRD,1,(112500.00*(1+(0.01*(GetUnitMoveSpeed(GetEnumUnit())*0.30))),HERO,NORMAL,X,
