등급,유닛ID,유닛이름,스킬트리거,RRD순번,계산식,basis,multiplier,bonus,casterBuffCountFactor,target,range,range_판정,RRD대상인자,hitCount,attackType,damageType,gate,축밖메모,판정,rand_min,rand_max,rand_mean
불멸의,h04F,스코퍼 가반 로져 해적단의 검호 - 불멸의,Gaban_Skill_mana,2,"(0.10*GetUnitStateSwap(UNIT_STATE_MAX_LIFE,udg_Hero_Gaban[3]))",대상최대체력,0.1,0,,SingleTarget,0,단일확정,udg_Hero_Gaban[3],1,Hero,AP(방어무시),MANA게이지45.00,,확정,1,1,1
불멸의,h04F,스코퍼 가반 로져 해적단의 검호 - 불멸의,Gaban_Skill_mana,3,"(0.03*GetUnitStateSwap(UNIT_STATE_MAX_LIFE,udg_Hero_Gaban[3]))",대상최대체력,0.03,0,,SingleTarget,0,단일확정,udg_Hero_Gaban[3],1,Hero,AP(방어무시),MANA게이지45.00,,확정,1,1,1
불멸의,h04G,"제트 해군 스승 ""Z"" - 불멸의",Z_Skill_Mana,1,"(4850000.00+((GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetEnumUnit())-GetUnitStateSwap(UNIT_STATE_LIFE,GetEnumUnit",[축밖],,,,Enemies,725.00,범위확정,GetEnumUnit(),1,Spells,AP(방어무시),MANA게이지160.00,분류 안 됨→⚠,축밖,1,1,1
불멸의,h04G,"제트 해군 스승 ""Z"" - 불멸의",Z_skill_3,1,1000000.00,Flat,,1000000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Spells,AP(방어무시),1/16,,확정,1,1,1
불멸의,h04J,골.D.로져 해적왕 - 불멸의,roger_Mana,1,7250000.00,Flat,,7250000,,Enemies,500.00,범위확정,GetEnumUnit(),1,Hero,AD,MANA게이지150.00,,확정,0.8,1.5,1.15
불멸의,h04J,골.D.로져 해적왕 - 불멸의,roger_Skill_2,1,1450000.00,Flat,,1450000,,Enemies,850.00,범위확정,GetEnumUnit(),1,Hero,AD,1/22,,확정,1,1,1
불멸의,h04Q,빅 맘 강철 풍선 - 불멸의,Bigmam_Eat,1,(1750000.00*(1+(0.01*I2R(GetItemCharges(udg_Item_Bigmom[GetConvertedPlayerId(GetOwningPlayer(s__TrigVariables_,[축밖],,,,Enemies,600.00,범위확정,GetEnumUnit(),1,Spells,AP(방어무시),(게이트 없음),아이템 충전수→❌ 축 없음,축밖,1,1,1
불멸의,h04Q,빅 맘 강철 풍선 - 불멸의,Bigmam_Eat,2,(4500000.00*(1+(0.01*I2R(GetItemCharges(udg_Item_Bigmom[GetConvertedPlayerId(GetOwningPlayer(s__TrigVariables_,[축밖],,,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Chaos,AP(방어무시),(게이트 없음),아이템 충전수→❌ 축 없음,축밖,1,1,1
불멸의,h07M,카이도 사황'백수의 왕' - 불멸의,Kaido_Dragon_buster,1,"((udg_Kaido_Damage*1.75+900000.00)*1.25)*(1+rand(0.01,0.05))",ReceivedDamage,2.1875,1125000,,Enemies,575,범위확정,GetEnumUnit(),1,CHAOS,NORMAL,Kaido_Skill_int>=10 (용형 평타),"realD=udg_Kaido_Damage=직전 평타 실피해(초기12, GetEventDamage>=10일 때만 갱신). 우리 ReceivedDamage(recentAttackDamage)로 담김 / 추가 1.01~1.05 흔들림은 미반영",확정,1,1,1
불멸의,h07M,카이도 사황'백수의 왕' - 불멸의,Kaido_Dragon_buster,2,"((udg_Kaido_Damage*1.75+900000.00)*1.25)*(1+rand(0.01,0.05))",ReceivedDamage,2.1875,1125000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,CHAOS,UNIVERSAL,Kaido_Skill_int>=10 (용형 평타),"realD=udg_Kaido_Damage=직전 평타 실피해(초기12, GetEventDamage>=10일 때만 갱신). 우리 ReceivedDamage(recentAttackDamage)로 담김 / RRD 배율 2.58 별도",확정,2.58,2.58,2.58
불멸의,h0AD,카이도 사황'백수의 왕' - 불멸의,Kaido_Dragon_Skill_2,1,((udg_Kaido_Damage*0.50+600000.00)*1.00),ReceivedDamage,0.5,600000,,Enemies,515,범위확정,GetEnumUnit(),1,CHAOS,NORMAL,LIFE게이지100.00,"realD=udg_Kaido_Damage=직전 평타 실피해(초기12, GetEventDamage>=10일 때만 갱신). 우리 ReceivedDamage(recentAttackDamage)로 담김 / 같은 트리거에 x1.50 분기도 있으나 그쪽은 RRD를 안 탄다",확정,1,1,1
불멸의,h0AD,카이도 사황'백수의 왕' - 불멸의,Kaido_Dragon_Skill_2,2,((udg_Kaido_Damage*0.50+600000.00)*1.00),ReceivedDamage,0.5,600000,,Enemies,515,범위확정,GetEnumUnit(),1,CHAOS,NORMAL,LIFE게이지100.00,"realD=udg_Kaido_Damage=직전 평타 실피해(초기12, GetEventDamage>=10일 때만 갱신). 우리 ReceivedDamage(recentAttackDamage)로 담김 / 같은 트리거에 x1.50 분기도 있으나 그쪽은 RRD를 안 탄다",확정,1,1,1
불멸의,h0AD,카이도 사황'백수의 왕' - 불멸의,Kaido_Dragon_melee_1,1,"(GetEventDamage()*1.56*(1+rand(0.01,0.05)))*0.56",ReceivedDamage,0.8736,0,,Enemies,500,범위확정,GetEnumUnit(),1,CHAOS,NORMAL,LIFE게이지100.00,realD=그 트리거 자신의 GetEventDamage(). 고정항이 없어 100% 평타 비례 — 근사 오차가 그대로 나온다,확정,1,1,1
불멸의,h0AD,카이도 사황'백수의 왕' - 불멸의,Kaido_Dragon_melee_1,2,"(GetEventDamage()*1.56*(1+rand(0.01,0.05)))*0.35",ReceivedDamage,0.546,0,,Enemies,500,범위확정,GetEnumUnit(),1,CHAOS,NORMAL,LIFE게이지100.00,realD=그 트리거 자신의 GetEventDamage(). 고정항이 없어 100% 평타 비례,확정,1,1,1
제한됨,h040,아인 네오 해군 장교 - 제한됨,Ain_Skill_1,1,320000.00,Flat,,320000,,Enemies,475.00,범위확정,GetEnumUnit(),2,Magic,AP(방어무시),1/6,,확정,1,1,1
제한됨,h040,아인 네오 해군 장교 - 제한됨,Ain_Skill_1,2,320000.00,Flat,,320000,,Enemies,475.00,범위확정,GetEnumUnit(),2,Magic,AP(방어무시),1/6,,확정,1,1,1
제한됨,h040,아인 네오 해군 장교 - 제한됨,Ain_Skill_1,3,3500000.00,Flat,,3500000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Spells,AP(방어무시),1/6,,확정,1,1,1
제한됨,h040,아인 네오 해군 장교 - 제한됨,Ain_Skill_1,4,350000.00,Flat,,350000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,2,Magic,AP(방어무시),1/6,,확정,1,1,1
제한됨,h040,아인 네오 해군 장교 - 제한됨,Ain_Skill_1,5,350000.00,Flat,,350000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,2,Magic,AP(방어무시),1/6,,확정,1,1,1
제한됨,h040,아인 네오 해군 장교 - 제한됨,Ain_Skill_2,1,240000.00,Flat,,240000,,Enemies,500.00,범위확정,GetEnumUnit(),3,Magic,AP(방어무시),1/21,,확정,1,1,1
제한됨,h040,아인 네오 해군 장교 - 제한됨,Ain_Skill_2,2,240000.00,Flat,,240000,,Enemies,500.00,범위확정,GetEnumUnit(),3,Magic,AP(방어무시),1/21,,확정,1,1,1
제한됨,h040,아인 네오 해군 장교 - 제한됨,Ain_Skill_2,3,240000.00,Flat,,240000,,Enemies,500.00,범위확정,GetEnumUnit(),3,Magic,AP(방어무시),1/21,,확정,1,1,1
제한됨,h040,아인 네오 해군 장교 - 제한됨,Ain_Skill_2,4,3500000.00,Flat,,3500000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Spells,AP(방어무시),1/21,,확정,1,1,1
제한됨,h040,아인 네오 해군 장교 - 제한됨,Ain_Skill_2,5,350000.00,Flat,,350000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,3,Magic,AP(방어무시),1/21,,확정,1,1,1
제한됨,h040,아인 네오 해군 장교 - 제한됨,Ain_Skill_2,6,350000.00,Flat,,350000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,3,Magic,AP(방어무시),1/21,,확정,1,1,1
제한됨,h040,아인 네오 해군 장교 - 제한됨,Ain_Skill_2,7,350000.00,Flat,,350000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,3,Magic,AP(방어무시),1/21,,확정,1,1,1
제한됨,h05E,에넬 G.O.D - 제한됨,Enel_skill_2,1,"(182500.00+(I2R(GetPlayerTechCountSimple('R01L',GetOwningPlayer(s__TrigVariables__get_unitA(GlobalTV))))*12500",연구,12500,182500,,Enemies,500.00,범위확정,GetEnumUnit(),1,Spells,AP(방어무시),1/10,,확정,1,1,1
제한됨,h05F,크로커다일 사막의 악어 - 제한됨,cro_skill_2,1,1000000.00,Flat,,1000000,,Enemies,550.00,범위확정,GetEnumUnit(),1,Chaos,AD,1/20,,확정,1,1.5,1.25
제한됨,h05G,패트릭 레드필드 붉은백작 - 제한됨,Red_skill_1,1,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetEnumUnit())*(0.01*0.80))",대상최대체력,0.008,0,,Enemies,900.00,범위확정,GetEnumUnit(),1,Spells,AP(방어무시),1/22,0.01×0.80,확정,1,1,1
제한됨,h05G,패트릭 레드필드 붉은백작 - 제한됨,Red_skill_1,2,700000.00,Flat,,700000,,Enemies,900.00,범위확정,GetEnumUnit(),1,Spells,AP(방어무시),1/22,,확정,1,1,1
제한됨,h05I,레베카 콜로세움 전설의  후예 - 제한됨,Rebeca_Skill_1,1,"(600000.00+(25000.00*I2R(GetUnitAbilityLevelSwapped('A0QW',udg_Hero_Rebeca[0]))))",능력레벨계수,25000,600000,,Enemies,450.00,범위확정,GetEnumUnit(),1,Normal,AD,1/5,,확정,1,1,1
제한됨,h05I,레베카 콜로세움 전설의  후예 - 제한됨,Rebeca_Skill_1,2,"(2100000.00+(87500.00*I2R(GetUnitAbilityLevelSwapped('A0QW',udg_Hero_Rebeca[0]))))",능력레벨계수,87500,2100000,,SingleTarget,0,단일확정,udg_Hero_Rebeca[1],1,Spells,AP(방어무시),1/5,,확정,1,1,1
제한됨,h05I,레베카 콜로세움 전설의  후예 - 제한됨,Rebeca_Skill_3,1,"(800000.00+(30000.00*I2R(GetUnitAbilityLevelSwapped('A0QW',s__TrigVariables__get_unitA(GlobalTV)))))",능력레벨계수,30000,800000,,Enemies,850.00,범위확정,GetEnumUnit(),1,Normal,AD,1/12,,확정,1,1,1
제한됨,h07I,샬롯 카타쿠리 장성 밀가루 대신 - 제한됨,Kata_03,1,((GetEventDamage()*0.75)+100000.00),ReceivedDamage,0.75,100000,,Enemies,415.00,범위확정,GetEnumUnit(),1,Chaos,AD,1/7 AND 버프B045==true,실제평타피해→✅ ReceivedDamage basis,확정,1,1,1
제한됨,h07I,샬롯 카타쿠리 장성 밀가루 대신 - 제한됨,katakuri_Skill_2,1,375000.00,Flat,,375000,,Enemies,500.00,범위확정,GetEnumUnit(),1,Spells,AP(방어무시),1/7,,확정,1,1,1
제한됨,h084,시노부 뇌쇄 쿠노이치 - 제한됨,Sinobu_Skill_4,1,400000.00,Flat,,400000,,Enemies,475.00,범위확정,GetEnumUnit(),1,Magic,AP(방어무시),LIFE게이지50.00 AND 1/10,,확정,1,1,1
제한됨,h084,시노부 뇌쇄 쿠노이치 - 제한됨,Sinobu_Skill_hp2,1,2250000.00,Flat,,2250000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Spells,AP(방어무시),LIFE게이지50.00 AND 버프B06B==true,,확정,1,1,1
제한됨,h084,시노부 뇌쇄 쿠노이치 - 제한됨,Sinobu_Skill_hp2,2,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.06)",대상최대체력,0.06,0,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Spells,AP(방어무시),LIFE게이지50.00 AND 버프B06B==true,,확정,1,1,1
제한됨,h084,시노부 뇌쇄 쿠노이치 - 제한됨,Sinobu_Skill_hp2,3,"((GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.28)*(0.20+(0.05*I2R(GetUnitAbi",대상최대체력×계수,0.28,,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Normal,AP(방어무시),LIFE게이지50.00 AND 버프B06B==true,계수 0.20+0.05×레벨/연구,확정,1,1,1
제한됨,h08O,마르코 흰수염 유산의 수호자 - 제한됨,Marco_S1,1,"((GetUnitStateSwap(UNIT_STATE_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.20)*(0.20+(0.05*I2R(GetUnitAbility",대상현재체력×계수,0.2,,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Chaos,AP(방어무시),1/7 AND 1/10,계수 0.20+0.05×레벨/연구,확정,1,1,1
제한됨,h08O,마르코 흰수염 유산의 수호자 - 제한됨,Marco_S1,2,150000.00,Flat,,150000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Spells,AP(방어무시),1/7 AND 1/10,,확정,1,1.5,1.25
제한됨,h08O,마르코 흰수염 유산의 수호자 - 제한됨,Marco_S2,1,750000.00,Flat,,750000,,Enemies,475.00,범위확정,GetEnumUnit(),1,Spells,AP(방어무시),1/7,,확정,1,1,1
제한됨,h08O,마르코 흰수염 유산의 수호자 - 제한됨,Marco_S2,2,"((GetUnitStateSwap(UNIT_STATE_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.30)*(0.20+(0.05*I2R(GetUnitAbility",대상현재체력×계수,0.3,,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Chaos,AP(방어무시),1/7,계수 0.20+0.05×레벨/연구,확정,1,1,1
제한됨,h08O,마르코 흰수염 유산의 수호자 - 제한됨,Marco_S2,3,112500.00,Flat,,112500,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Spells,AP(방어무시),1/7,,확정,1,1.5,1.25
제한됨,h09Q,불사조 흰수염 유산의 수호자 - 제한됨,Marco_Feather2,1,(500000.00+(3.00*s__TrigVariables__get_realD(GlobalTV))),ReceivedDamage,3,500000,,Enemies,525,범위확정,GetEnumUnit(),1,CHAOS,NORMAL,1/5,udg_marco_damage = GetEventDamage()를 그대로 담아둔 누적변수(초기 0). 카이도와 같은 구조 → 우리 ReceivedDamage,확정,1,1,1
제한됨,h09Q,불사조 흰수염 유산의 수호자 - 제한됨,Marco_Feather2,2,(750000.00+(4.50*s__TrigVariables__get_realD(GlobalTV))),ReceivedDamage,4.5,750000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,CHAOS,UNIVERSAL,1/5,udg_marco_damage = GetEventDamage()를 그대로 담아둔 누적변수(초기 0). 카이도와 같은 구조 → 우리 ReceivedDamage,확정,1,1,1
제한됨,h0AI,킹 삼재해:화재 - 제한됨,King_skill_2,1,850000.00,Flat,,850000,,Enemies,475.00,범위확정,GetEnumUnit(),1,Chaos,AD,(게이트 없음),,확정,1,1,1
제한됨,h0AI,킹 삼재해:화재 - 제한됨,King_skill_2_tr,1,1275000.00,Flat,,1275000,,Enemies,475.00,범위확정,GetEnumUnit(),1,Chaos,AD,(게이트 없음),,확정,1,1,1
제한됨,h0AI,킹 삼재해:화재 - 제한됨,King_skill_2_tr,2,10000000.00,Flat,,10000000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Chaos,AP(방어무시),(게이트 없음),,확정,1,1,1
제한됨,h0AI,킹 삼재해:화재 - 제한됨,King_skill_2_tr,3,100000.00,Flat,,100000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Chaos,AP(방어무시),(게이트 없음),,확정,1,1,1
전설적인,h02N,겟코 모리아 쉐도우 아스가르드 - 전설적인,Legend34Moria_Skill,1,250000.00,Flat,,250000,,Enemies,400.00,범위확정,GetEnumUnit(),1,Spells,AP(방어무시),(게이트 없음),,확정,1,1,1
전설적인,h02N,겟코 모리아 쉐도우 아스가르드 - 전설적인,Legend34Moria_Skill,2,800000.00,Flat,,800000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Spells,AP(방어무시),(게이트 없음),,확정,1,1,1
전설적인,h02S,롤로노아 조로 죽음의경지'사자의노래' - 전설적,Legend13_2,1,120000.00,Flat,,120000,,Enemies,450.00,범위확정,GetEnumUnit(),1,Spells,AP(방어무시),1/7,,확정,1,1,1
전설적인,h02S,롤로노아 조로 죽음의경지'사자의노래' - 전설적,Legend13_2,2,750000.00,Flat,,750000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Spells,AP(방어무시),1/7,,확정,1,1.5,1.25
전설적인,h02S,롤로노아 조로 죽음의경지'사자의노래' - 전설적,Legend13_2,3,"((GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.12)*(0.20+(0.05*I2R(GetUnitAbi",대상최대체력×계수,0.12,,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Pierce,AP(방어무시),1/7,계수 0.20+0.05×레벨/연구,확정,1,1,1
전설적인,h02S,롤로노아 조로 죽음의경지'사자의노래' - 전설적,Legend13_2,4,1500000.00,Flat,,1500000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Spells,AP(방어무시),1/7,,확정,1,1.5,1.25
전설적인,h02T,마르코 환수종'불사조' - 전설적인,Legend17_MacroLifeSkill,1,(500000.00+(5.00*s__TrigVariables__get_realD(GlobalTV))),ReceivedDamage,5,500000,,Enemies,525,범위확정,GetEnumUnit(),1,CHAOS,NORMAL,(게이트 없음),udg_marco_damage = GetEventDamage()를 그대로 담아둔 누적변수(초기 0). 카이도와 같은 구조 → 우리 ReceivedDamage,확정,1,1,1
전설적인,h02T,마르코 환수종'불사조' - 전설적인,Legend17_MacroLifeSkill,2,(400000.00+(2.00*s__TrigVariables__get_realD(GlobalTV))),ReceivedDamage,2,400000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,CHAOS,UNIVERSAL,(게이트 없음),udg_marco_damage = GetEventDamage()를 그대로 담아둔 누적변수(초기 0). 카이도와 같은 구조 → 우리 ReceivedDamage,확정,1,1,1
전설적인,h02T,마르코 환수종'불사조' - 전설적인,Legend17_Marcodamage,1,(12500.00+(0.85*GetEventDamage())),ReceivedDamage,0.85,12500,,Enemies,285.00,범위확정,GetEnumUnit(),1,Chaos,AD,(게이트 없음),,확정,1,1,1
전설적인,h02U,"마샬.D.티치 검은수염 해적단 선장 ""검은수염""",Legend26_tichi_crows,1,4000000.00,Flat,,4000000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Spells,AP(방어무시),LIFE게이지40.00 AND 1/7,,확정,1,1,1
전설적인,h02U,"마샬.D.티치 검은수염 해적단 선장 ""검은수염""",Legend26_tichi_crows,2,300000.00,Flat,,300000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,2,Spells,AP(방어무시),LIFE게이지40.00 AND 1/7,,확정,1,1,1
전설적인,h02U,"마샬.D.티치 검은수염 해적단 선장 ""검은수염""",Legend26_tichi_crows,3,300000.00,Flat,,300000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,2,Spells,AP(방어무시),LIFE게이지40.00 AND 1/7,,확정,1,1,1
전설적인,h032,보아 핸콕 쿠사 해적단 선장 - 전설적인,Legend_han_1,1,150000.00,Flat,,150000,,Enemies,345.00,범위확정,GetEnumUnit(),1,Spells,AP(방어무시),버프B00D==true AND 1/10,,확정,1,1.5,1.25
전설적인,h032,보아 핸콕 쿠사 해적단 선장 - 전설적인,Legend_han_1,2,"((GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.05)*(0.20+(0.05*I2R(GetUnitAbi",대상최대체력×계수,0.05,,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Chaos,AP(방어무시),버프B00D==true AND 1/10,계수 0.20+0.05×레벨/연구,확정,1,1,1
전설적인,h032,보아 핸콕 쿠사 해적단 선장 - 전설적인,Legend_han_1,3,112500.00,Flat,,112500,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Spells,AP(방어무시),버프B00D==true AND 1/10,,확정,1,1.5,1.25
전설적인,h033,빈스모크 레이쥬 포이즌 핑크 - 전설적인,Legend19_0,1,100000.00,Flat,,100000,,Enemies,333.00,범위확정,GetEnumUnit(),1,Spells,AP(방어무시),1/10,,확정,1,1,1
전설적인,h033,빈스모크 레이쥬 포이즌 핑크 - 전설적인,Legend19_0,2,"((GetUnitStateSwap(UNIT_STATE_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.07)*(0.20+(0.05*I2R(GetUnitAbility",대상현재체력×계수,0.07,,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,2,Pierce,AP(방어무시),1/10,계수 0.20+0.05×레벨/연구,확정,1,1,1
전설적인,h033,빈스모크 레이쥬 포이즌 핑크 - 전설적인,Legend19_0,3,"((GetUnitStateSwap(UNIT_STATE_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.07)*(0.20+(0.05*I2R(GetUnitAbility",대상현재체력×계수,0.07,,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,2,Pierce,AP(방어무시),1/10,계수 0.20+0.05×레벨/연구,확정,1,1,1
전설적인,h033,빈스모크 레이쥬 포이즌 핑크 - 전설적인,Legend19_1,1,"((GetUnitStateSwap(UNIT_STATE_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.05)*(0.20+(0.05*I2R(GetUnitAbility",대상현재체력×계수,0.05,,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,3,Pierce,AP(방어무시),1/19,계수 0.20+0.05×레벨/연구,확정,1,1,1
전설적인,h033,빈스모크 레이쥬 포이즌 핑크 - 전설적인,Legend19_1,2,"((GetUnitStateSwap(UNIT_STATE_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.05)*(0.20+(0.05*I2R(GetUnitAbility",대상현재체력×계수,0.05,,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,3,Pierce,AP(방어무시),1/19,계수 0.20+0.05×레벨/연구,확정,1,1,1
전설적인,h033,빈스모크 레이쥬 포이즌 핑크 - 전설적인,Legend19_1,3,"((GetUnitStateSwap(UNIT_STATE_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.05)*(0.20+(0.05*I2R(GetUnitAbility",대상현재체력×계수,0.05,,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,3,Pierce,AP(방어무시),1/19,계수 0.20+0.05×레벨/연구,확정,1,1,1
전설적인,h03B,에드워드 뉴게이트 '사황' 흰수염 해적단의 아버,Legend51,1,"((1250000.00+(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetEnumUnit())*(0.03)))*(1+((0.025)*I2R(GetPlayerTechCountS",대상최대체력×계수,0.03,1250000,,Enemies,625.00,범위확정,GetEnumUnit(),1,Hero,AD,(게이트 없음),계수 1+0.025×레벨/연구,확정,1,1,1
전설적인,h03B,에드워드 뉴게이트 '사황' 흰수염 해적단의 아버,Legend51,2,"((1250000.00+(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.03))*(1.50+((0.025",대상최대체력×계수,0.03,1250000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Hero,AD,(게이트 없음),계수 1.50+0.025×레벨/연구,확정,1,1,1
전설적인,h03S,울티 토비롯포 - 전설적인,Legend35ulti_trg,1,((GetEventDamage()*0.85)+115000.00),ReceivedDamage,0.85,115000,,Enemies,400.00,범위확정,GetEnumUnit(),1,Chaos,AD,LIFE게이지35.00,실제평타피해→✅ ReceivedDamage basis,확정,1,1,1
전설적인,h087,아마츠키 토키 시간 여행자 - 전설적인,Legend31_toki,1,125000.00,Flat,,125000,,Enemies,415.00,범위확정,GetEnumUnit(),2,Spells,AP(방어무시),1/7,,확정,1,1,1
전설적인,h087,아마츠키 토키 시간 여행자 - 전설적인,Legend31_toki,2,125000.00,Flat,,125000,,Enemies,415.00,범위확정,GetEnumUnit(),2,Spells,AP(방어무시),1/7,,확정,1,1,1
전설적인,h087,아마츠키 토키 시간 여행자 - 전설적인,Legend31_toki,3,250000.00,Flat,,250000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Spells,AP(방어무시),1/7,,확정,1,1,1
전설적인,h09Z,네코마무시 밤의 왕 - 전설적인,Legend32_neko1,1,"(500000.00+(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetEnumUnit())*(0.01*0.25)))",대상최대체력,0.0025,500000,,Enemies,525.00,범위확정,GetEnumUnit(),1,Chaos,AP(방어무시),LIFE게이지33.00,0.01×0.25,확정,1,1,1
전설적인,h09Z,네코마무시 밤의 왕 - 전설적인,Legend32_neko1,2,"(2000000.00+(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.05))",대상최대체력,0.05,2000000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Chaos,AP(방어무시),LIFE게이지33.00,,확정,1,1,1
영원한,H0BK,|CFFFFFA78태양의신-니카,Nika_AttackDamage,1,((GetEventDamage()*5.00)+1000000.00),ReceivedDamage,5,1000000,,Enemies,500.00,범위확정,GetEnumUnit(),1,Chaos,AD,LIFE게이지115.00 AND 버프B078==true,실제평타피해→✅ ReceivedDamage basis,확정,1,1.5,1.25
영원한,H0BK,|CFFFFFA78태양의신-니카,Nika_AttackDamage,2,((GetEventDamage()*2.00)+200000.00),ReceivedDamage,2,200000,,Enemies,500.00,범위확정,GetEnumUnit(),2,Chaos,AD,LIFE게이지115.00 AND 버프B078==true,실제평타피해→✅ ReceivedDamage basis,확정,1,1,1
영원한,H0BK,|CFFFFFA78태양의신-니카,Nika_AttackDamage,3,((GetEventDamage()*5.00)+500000.00),ReceivedDamage,5,500000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Chaos,AP(방어무시),LIFE게이지115.00 AND 버프B078==true,실제평타피해→✅ ReceivedDamage basis,확정,1,1,1
영원한,H0BK,|CFFFFFA78태양의신-니카,Nika_AttackDamage,4,((GetEventDamage()*2.00)+200000.00),ReceivedDamage,2,200000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,2,Chaos,AP(방어무시),LIFE게이지115.00 AND 버프B078==true,실제평타피해→✅ ReceivedDamage basis,확정,1,1,1
영원한,H0BK,|CFFFFFA78태양의신-니카,Nika_Random_Punch,1,(450000.00*(1+(0.01*(GetUnitMoveSpeed(GetEnumUnit())*0.30)))),[축밖],,,,Enemies,400.00,범위확정,GetEnumUnit(),1,Chaos,AD,LIFE게이지115.00 AND 버프B078==true,대상 이동속도→❌ 축 없음,축밖,1,1.5,1.25
영원한,H0BK,|CFFFFFA78태양의신-니카,Nika_Random_Punch,2,(450000.00*(1+(0.01*(GetUnitMoveSpeed(s__TrigVariables__get_unitB(GlobalTV))*0.30)))),[축밖],,,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Chaos,AP(방어무시),LIFE게이지115.00 AND 버프B078==true,대상 이동속도→❌ 축 없음,축밖,1,1.5,1.25
