trigger_function	api	damage_expression	attack_type	damage_type	scales_with
Trig_Rokugu_Tree_S_Func031A	RRD	(2000000.00+(s__TrigVariables__get_realC(GlobalTV)+s__TrigVariables__get_realD(GlobalTV)))	CHAOS	NORMAL	변수
Trig_Rokugu_skill_1_Func017A	RRD	700000.00	CHAOS	NORMAL	고정
Trig_Ruffy_AttackDamage_Actions	RRD	((GetEventDamage()*2.50)+32500.00)	CHAOS	UNIVERSAL	평타
Trig_Ruffy_AttackDamage_Actions	UnitDamagePointLoc	(32500.00+(GetEventDamage()*2.50))	CHAOS	NORMAL	평타
Trig_Ruffy_AttackDamage_Actions	UnitDamagePointLoc	(25000.00+(GetEventDamage()*0.80))	CHAOS	NORMAL	평타
Trig_Ruffy_Mana_Actions	RRD	((1750000.00+(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.03))*(1.50+((0.025)*I2R(GetPlayerTechCountSimple('R01V',GetOwningPlayer(s__TrigVariables__get_unitA(GlobalTV)))))))	HERO	NORMAL	최대체력
Trig_Ruffy_Mana_Func028A	RRD	((1750000.00+(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetEnumUnit())*0.03))*(1+((0.025)*I2R(GetPlayerTechCountSimple('R01V',GetOwningPlayer(s__TrigVariables__get_unitA(GlobalTV)))))))	HERO	NORMAL	최대체력
Trig_Ryougi_Shiki_2_Actions	RRD	(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.30)	HERO	NORMAL	최대체력
Trig_Ryougi_Shiki_2_Actions	RRD	(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.03)	HERO	NORMAL	최대체력
Trig_Ryougi_Shiki_2_Actions	RRD	8150000.00	HERO	NORMAL	고정
Trig_Ryougi_Shiki_2_Actions	RRD	1440000.00	HERO	UNIVERSAL	고정
Trig_Ryougi_Shiki_2_Func043A	RRD	1150000.00	NORMAL	NORMAL	고정
Trig_Ryougi_Shiki_R2_Actions	RRD	(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.45)	HERO	NORMAL	최대체력
Trig_Ryougi_Shiki_R2_Actions	RRD	(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.03)	HERO	NORMAL	최대체력
Trig_Ryougi_Shiki_R2_Actions	RRD	1440000.00	HERO	UNIVERSAL	고정
Trig_Ryougi_Shiki_R2_Func063A	RRD	5000000.00	HERO	UNIVERSAL	고정
Trig_Ryougi_Skill_3_Actions	RRD	1440000.00	HERO	UNIVERSAL	고정
Trig_Ryougi_Skill_3_Actions	RRD	4000000.00	HERO	NORMAL	고정
Trig_Ryougi_Skill_3_Actions	RRD	(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.15)	HERO	NORMAL	최대체력
Trig_Ryougi_Skill_3_Actions	RRD	(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.01)	HERO	NORMAL	최대체력
Trig_Ryougi_Skill_3_double_Actions	RRD	1440000.00	HERO	UNIVERSAL	고정
Trig_Ryougi_Skill_3_double_Actions	RRD	4000000.00	HERO	NORMAL	고정
Trig_Ryougi_Skill_3_double_Actions	RRD	(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.15)	HERO	NORMAL	최대체력
Trig_Ryougi_Skill_3_double_Actions	RRD	(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.01)	HERO	NORMAL	최대체력
Trig_Ryougi_Skill_3_triple_Actions	RRD	1440000.00	HERO	UNIVERSAL	고정
Trig_Ryougi_Skill_3_triple_Actions	RRD	3200000.00	HERO	NORMAL	고정
Trig_Ryougi_Skill_3_triple_Actions	RRD	(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.12)	HERO	NORMAL	최대체력
Trig_Ryougi_Skill_3_triple_Actions	RRD	(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.01)	HERO	NORMAL	최대체력
Trig_Sabo_Mana_Func018A	RRD	3750000.00	HERO	NORMAL	고정
Trig_Sabo_Mana_Func018A	RRD	(0.02*GetUnitStateSwap(UNIT_STATE_LIFE,GetEnumUnit()))	HERO	NORMAL	현재체력
Trig_Sabo_Skill_1_Actions	RRD	(2500000.00+(500000.00*I2R(UnitCountBuffsExBJ(bj_BUFF_POLARITY_EITHER,bj_BUFF_RESIST_EITHER,s__TrigVariables__get_unitA(GlobalTV),true,true))))	CHAOS	UNIVERSAL	변수
Trig_Sabo_Skill_1_Func049A	RRD	3250000.00	NORMAL	UNIVERSAL	고정
Trig_Sabo_Skill_1_Func049A	RRD	((1000000.00+s__TrigVariables__get_realD(GlobalTV))*I2R(UnitCountBuffsExBJ(bj_BUFF_POLARITY_EITHER,bj_BUFF_RESIST_EITHER,s__TrigVariables__get_unitA(GlobalTV),true,true)))	HERO	NORMAL	변수
Trig_Sabo_Skill_3_Func007A	RRD	1150000.00	CHAOS	NORMAL	고정
Trig_Sabo_Skill_4_Actions	RRD	(500000.00+(50000.00*I2R(UnitCountBuffsExBJ(bj_BUFF_POLARITY_EITHER,bj_BUFF_RESIST_EITHER,udg_Hero_Sabo[2],true,true))))	CHAOS	UNIVERSAL	변수
Trig_Sabo_Skill_4_Actions	RRD	((GetUnitStateSwap(UNIT_STATE_MAX_LIFE,udg_Hero_Sabo[3])*0.04)*(0.20+(0.10*I2R(GetUnitAbilityLevelSwapped('A11S',udg_Hero_Sabo[3])))))	HERO	NORMAL	최대체력
Trig_Sabo_Skill_4_Actions	RRD	(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,udg_Hero_Sabo[3])*0.01)	HERO	NORMAL	최대체력
Trig_Sabo_Skill_4_Func009A	RRD	500000.00	CHAOS	NORMAL	고정
Trig_SandiAttack_Actions	RRD	((GetUnitStateSwap(UNIT_STATE_LIFE,GetTriggerUnit())*0.10)*(0.20+(0.05*I2R(GetUnitAbilityLevelSwapped('A11S',GetTriggerUnit())))))	SIEGE	UNIVERSAL	현재체력
Trig_SandiAttack_Actions	RRD	450000.00	MAGIC	UNIVERSAL	고정
Trig_SandiAttack_Upgrade_Actions	RRD	((GetUnitStateSwap(UNIT_STATE_LIFE,GetTriggerUnit())*0.10)*(0.20+(0.05*I2R(GetUnitAbilityLevelSwapped('A11S',GetTriggerUnit())))))	SIEGE	UNIVERSAL	현재체력
Trig_SandiAttack_Upgrade_Actions	RRD	450000.00	MAGIC	UNIVERSAL	고정
Trig_Sandi_skill_1_Actions	RRD	((GetUnitStateSwap(UNIT_STATE_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.10)*(0.20+(0.05*I2R(GetUnitAbilityLevelSwapped('A11S',s__TrigVariables__get_unitB(GlobalTV))))))	SIEGE	UNIVERSAL	현재체력
Trig_Sandi_skill_1_Actions	RRD	450000.00	MAGIC	UNIVERSAL	고정
Trig_Sandi_skill_1_Actions	UnitDamagePointLoc	582500.00	NORMAL	UNIVERSAL	고정
Trig_Sandi_skill_Mana2_Actions	RRD	((GetUnitStateSwap(UNIT_STATE_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.10)*(0.20+(0.05*I2R(GetUnitAbilityLevelSwapped('A11S',s__TrigVariables__get_unitB(GlobalTV))))))	SIEGE	UNIVERSAL	현재체력
Trig_Sandi_skill_Mana2_Actions	RRD	2075000.00	NORMAL	UNIVERSAL	고정
Trig_Sandi_skill_Mana2_Func003Func005A	RRD	3330000.00	NORMAL	UNIVERSAL	고정
Trig_Sengoku_Attack_Func022A	RRD	(400000.00+(GetUnitStateSwap(UNIT_STATE_LIFE,GetEnumUnit())*0.02))	NORMAL	UNIVERSAL	현재체력
Trig_Sengoku_Attack_Func032A	RRD	(300000.00+(GetUnitStateSwap(UNIT_STATE_LIFE,GetEnumUnit())*(0.01*1.50)))	NORMAL	UNIVERSAL	현재체력
Trig_Sengoku_Skill_Item_Func021A	RRD	300000.00	NORMAL	UNIVERSAL	고정
Trig_Seongoku_Skill_4_Func003Func001Func007A	RRD	500000.00	NORMAL	UNIVERSAL	고정
Trig_Seongoku_Skill_4_Func004Func008A	RRD	2000000.00	NORMAL	UNIVERSAL	고정
Trig_Shanks_ET_pegi1_Actions	RRD	(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*0.12)	NORMAL	UNIVERSAL	최대체력
Trig_Shanks_ET_pegi1_Actions	RRD	(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*0.06)	NORMAL	UNIVERSAL	최대체력
Trig_Shanks_ET_pegi1_Actions	RRD	(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*0.03)	NORMAL	UNIVERSAL	최대체력
Trig_Shanks_ET_pegi1_Actions	RRD	(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*0.06)	NORMAL	UNIVERSAL	최대체력
Trig_Shanks_ET_pegi1_Func001Func001Func002Func008A	RRD	250000.00	NORMAL	UNIVERSAL	고정
Trig_Shanks_ET_pegi1_Func001Func009A	RRD	300000.00	NORMAL	UNIVERSAL	고정
Trig_Shanks_ET_pegi2_Actions	RRD	(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*0.12)	NORMAL	UNIVERSAL	최대체력
Trig_Shanks_ET_pegi2_Actions	RRD	(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*0.06)	NORMAL	UNIVERSAL	최대체력
Trig_Shanks_ET_pegi2_Actions	RRD	(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*0.03)	NORMAL	UNIVERSAL	최대체력
Trig_Shanks_ET_pegi2_Actions	RRD	(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*0.06)	NORMAL	UNIVERSAL	최대체력
Trig_Shanks_ET_pegi2_Func001Func001Func002Func008A	RRD	250000.00	NORMAL	UNIVERSAL	고정
Trig_Shanks_ET_pegi2_Func001Func009A	RRD	300000.00	NORMAL	UNIVERSAL	고정
Trig_Shanks_ET_pegi3_Actions	RRD	(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*0.12)	NORMAL	UNIVERSAL	최대체력
Trig_Shanks_ET_pegi3_Actions	RRD	(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*0.06)	NORMAL	UNIVERSAL	최대체력
Trig_Shanks_ET_pegi3_Actions	RRD	(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*0.03)	NORMAL	UNIVERSAL	최대체력
Trig_Shanks_ET_pegi3_Actions	RRD	(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*0.06)	NORMAL	UNIVERSAL	최대체력
Trig_Shanks_ET_pegi3_Func001Func001Func002Func008A	RRD	250000.00	NORMAL	UNIVERSAL	고정
Trig_Shanks_ET_pegi3_Func001Func009A	RRD	300000.00	NORMAL	UNIVERSAL	고정
Trig_Shanks_ET_pegi4_Actions	RRD	(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*0.12)	NORMAL	UNIVERSAL	최대체력
Trig_Shanks_ET_pegi4_Actions	RRD	(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*0.06)	NORMAL	UNIVERSAL	최대체력
Trig_Shanks_ET_pegi4_Actions	RRD	(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*0.03)	NORMAL	UNIVERSAL	최대체력
Trig_Shanks_ET_pegi4_Actions	RRD	(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*0.06)	NORMAL	UNIVERSAL	최대체력
Trig_Shanks_ET_pegi4_Func001Func001Func002Func008A	RRD	250000.00	NORMAL	UNIVERSAL	고정
Trig_Shanks_ET_pegi4_Func001Func009A	RRD	300000.00	NORMAL	UNIVERSAL	고정
Trig_Shiki_Lion_Func035A	RRD	3250000.00	NORMAL	UNIVERSAL	고정
Trig_Shiki_SKill_item_Func020A	RRD	250000.00	NORMAL	UNIVERSAL	고정
Trig_Shiki_champa2_Actions	UnitDamagePointLoc	250000.00	CHAOS	NORMAL	고정
Trig_Shiki_champa2_Func002Func001Func004Func006A	RRD	400000.00	MAGIC	UNIVERSAL	고정
Trig_Shiki_ship2_Actions	UnitDamagePointLoc	GetEventDamage()	CHAOS	NORMAL	평타
Trig_Shiki_stone_Actions	UnitDamagePointLoc	(30000.00+(GetEventDamage()*0.75))	CHAOS	NORMAL	평타
Trig_Shiki_stone_Actions	UnitDamagePointLoc	250000.00	NORMAL	UNIVERSAL	고정
Trig_Sinobu_Attack_Actions	RRD	600000.00	NORMAL	UNIVERSAL	고정
Trig_Sinobu_Attack_Actions	RRD	(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*0.02)	NORMAL	UNIVERSAL	최대체력
Trig_Sinobu_Attack_Actions	RRD	((GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*0.08)*(0.20+(0.05*I2R(GetUnitAbilityLevelSwapped('A11S',GetTriggerUnit())))))	MELEE	UNIVERSAL	최대체력
Trig_Sinobu_Skill_4_Func044A	RRD	400000.00	MAGIC	UNIVERSAL	고정
Trig_Sinobu_Skill_5_mirror_Actions	RRD	300000.00	NORMAL	UNIVERSAL	고정
Trig_Sinobu_Skill_5_mirror_Actions	RRD	(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*0.01)	NORMAL	UNIVERSAL	최대체력
Trig_Sinobu_Skill_5_mirror_Actions	RRD	((GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*0.04)*(0.20+(0.05*I2R(GetUnitAbilityLevelSwapped('A11S',GetTriggerUnit())))))	MELEE	UNIVERSAL	최대체력
Trig_Sinobu_Skill_hp2_Actions	RRD	2250000.00	NORMAL	UNIVERSAL	고정
Trig_Sinobu_Skill_hp2_Actions	RRD	(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.06)	NORMAL	UNIVERSAL	최대체력
Trig_Sinobu_Skill_hp2_Actions	RRD	((GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.28)*(0.20+(0.05*I2R(GetUnitAbilityLevelSwapped('A11S',s__TrigVariables__get_unitB(GlobalTV))))))	MELEE	UNIVERSAL	최대체력
Trig_Sirahoshi_skill_Mana_Func003Func007A	RRD	(3350000.00+((GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetEnumUnit())-GetUnitStateSwap(UNIT_STATE_LIFE,GetEnumUnit()))*0.06))	NORMAL	UNIVERSAL	최대체력
Trig_Snake_2_Actions	RRD	350000.00	MAGIC	UNIVERSAL	고정
Trig_Snake_2_Func002Func002Func006A	RRD	(350000.00*(1+(0.01*(GetUnitMoveSpeed(GetEnumUnit())*0.40))))	MAGIC	UNIVERSAL	변수
Trig_Snake_3_Kingkobra_Actions	RRD	1875000.00	MAGIC	UNIVERSAL	고정
Trig_Snake_3_Kingkobra_Func012Func016A	RRD	(3500000.00*(1+(0.01*(GetUnitMoveSpeed(GetEnumUnit())*0.10))))	MAGIC	UNIVERSAL	변수
Trig_Snake_Attack_BlackMamba_Func019A	RRD	(112500.00*(1+(0.01*(GetUnitMoveSpeed(GetEnumUnit())*0.30))))	HERO	NORMAL	변수
Trig_Snake_Attack_BlackMamba_Func030A	RRD	(112500.00*(1+(0.01*(GetUnitMoveSpeed(GetEnumUnit())*0.30))))	HERO	NORMAL	변수
Trig_Snake_Attack_Func022A	RRD	(75000.00*(1+(0.01*(GetUnitMoveSpeed(GetEnumUnit())*0.30))))	HERO	NORMAL	변수
Trig_Speical10_Actions	UnitDamageTargetBJ	5000.00	CHAOS	UNIVERSAL	고정
Trig_Speical10_Func004Func006A	UnitDamageTargetBJ	3000.00	NORMAL	UNIVERSAL	고정
Trig_Speical12_Func009A	RRD	1000.00	NORMAL	UNIVERSAL	고정
Trig_Speical1_Func006A	RRD	800.00	NORMAL	UNIVERSAL	고정
Trig_Speical4_Actions	RRD	3500.00	NORMAL	UNIVERSAL	고정
Trig_Tasigi_02_Actions	RRD	500000.00	MAGIC	UNIVERSAL	고정
Trig_Tasigi_02_Func006Func001Func002Func011A	UnitDamageTargetBJ	((GetEventDamage()*9.00)+(850000.00+(I2R(GetHeroStatBJ(bj_HEROSTAT_STR,s__TrigVariables__get_unitA(GlobalTV),false))*6000.00)))	MAGIC	UNIVERSAL	평타
Trig_Tasigi_03_Actions	RRD	400000.00	MAGIC	UNIVERSAL	고정
Trig_Tasigi_03_Actions	RRD	((GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.10)*(0.25+(0.15*I2R(GetUnitAbilityLevelSwapped('A11S',s__TrigVariables__get_unitB(GlobalTV))))))	NORMAL	UNIVERSAL	최대체력
Trig_Tasigi_03_Actions	RRD	400000.00	MAGIC	UNIVERSAL	고정
Trig_Tasigi_03_Actions	RRD	((GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.10)*(0.25+(0.15*I2R(GetUnitAbilityLevelSwapped('A11S',s__TrigVariables__get_unitB(GlobalTV))))))	NORMAL	UNIVERSAL	최대체력
Trig_Tasigi_03_Func002Func023A	UnitDamageTargetBJ	(400000.00+(I2R(GetHeroStatBJ(bj_HEROSTAT_AGI,s__TrigVariables__get_unitA(GlobalTV),false))*5000.00))	CHAOS	UNIVERSAL	영웅스탯
Trig_Tasigi_03_Func003Func001Func020A	UnitDamageTargetBJ	(380000.00+(I2R(GetHeroStatBJ(bj_HEROSTAT_STR,s__TrigVariables__get_unitA(GlobalTV),false))*3500.00))	MAGIC	UNIVERSAL	영웅스탯
Trig_Tasigi_03_Func003Func001Func025Func019A	UnitDamageTargetBJ	(360000.00+(I2R(GetHeroStatBJ(bj_HEROSTAT_STR,s__TrigVariables__get_unitA(GlobalTV),false))*4000.00))	MAGIC	UNIVERSAL	영웅스탯
Trig_Tasigi_03_Func004Func011A	UnitDamageTargetBJ	(350000.00+(I2R(GetHeroStatBJ(bj_HEROSTAT_AGI,s__TrigVariables__get_unitA(GlobalTV),false))*5000.00))	MAGIC	UNIVERSAL	영웅스탯
Trig_Tatsumaki_R_Attack_Func064A	RRD	3000000.00	CHAOS	NORMAL	고정
Trig_Tatsumaki_T_Explosion_by_AZ_Attack_Func057A	RRD	4000000.00	CHAOS	NORMAL	고정
Trig_Tich1_danil_Actions	RRD	15000.00	NORMAL	UNIVERSAL	고정
Trig_Tich1_danil_Actions	RRD	15000.00	NORMAL	UNIVERSAL	고정
Trig_Tichi_skill_1_Actions	RRD	4000000.00	CHAOS	UNIVERSAL	고정
Trig_Tichi_skill_1_Actions	RRD	1000000.00	NORMAL	UNIVERSAL	고정
Trig_Tichi_skill_1_Actions	RRD	2000000.00	NORMAL	UNIVERSAL	고정
Trig_Tichi_skill_2_tr_Func003Func007A	RRD	(385000.00+(I2R(GetHeroStatBJ(bj_HEROSTAT_STR,s__TrigVariables__get_unitA(GlobalTV),false))*2000.00))	NORMAL	UNIVERSAL	영웅스탯
Trig_Tichi_skill_2_tr_Func004Func003A	RRD	(385000.00+(I2R(GetHeroStatBJ(bj_HEROSTAT_STR,s__TrigVariables__get_unitA(GlobalTV),false))*2000.00))	NORMAL	UNIVERSAL	영웅스탯
Trig_Tichi_skill_3_Func009A	RRD	((1750000.00+(I2R(GetHeroStatBJ(bj_HEROSTAT_STR,udg_Hero[0],false))*50000.00))+(GetUnitStateSwap(UNIT_STATE_LIFE,GetEnumUnit())*0.03))	NORMAL	UNIVERSAL	현재체력
Trig_Tichi_skill_4_tr_Actions	UnitDamagePointLoc	(250000.00+(I2R(GetHeroStatBJ(bj_HEROSTAT_STR,s__TrigVariables__get_unitA(GlobalTV),false))*3000.00))	NORMAL	UNIVERSAL	영웅스탯
Trig_Transpom1_Actions	RRD	250000.00	NORMAL	UNIVERSAL	고정
Trig_Transpom1_Func007A	RRD	100000.00	NORMAL	UNIVERSAL	고정
Trig_Transpom1_Func007A	RRD	180000.00	MELEE	NORMAL	고정
Trig_Transpom2_Func011A	RRD	100000.00	NORMAL	UNIVERSAL	고정
Trig_Transpom6_Actions	RRD	101500.00	NORMAL	UNIVERSAL	고정
Trig_Transpom6_Actions	RRD	((GetUnitStateSwap(UNIT_STATE_LIFE,GetTriggerUnit())*0.01)+0.00)	NORMAL	UNIVERSAL	현재체력
Trig_Transpom6_Actions	RRD	(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*(0.089))	NORMAL	UNIVERSAL	최대체력
Trig_Transpom6_Func006A	RRD	145000.00	NORMAL	UNIVERSAL	고정
Trig_Transpom_AceMana_Func018A	RRD	1850000.00	MAGIC	UNIVERSAL	고정
Trig_Transpom_Ace_bulRemake_Func029A	RRD	350000.00	NORMAL	UNIVERSAL	고정
Trig_Transpom_dp_Actions	RRD	200000.00	NORMAL	UNIVERSAL	고정
Trig_Transpom_dp_Actions	RRD	((GetUnitStateSwap(UNIT_STATE_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.20)*(0.20+(0.05*I2R(GetUnitAbilityLevelSwapped('A11S',s__TrigVariables__get_unitB(GlobalTV))))))	PIERCE	UNIVERSAL	현재체력
Trig_Unique12_Func006A	RRD	6000.00	NORMAL	UNIVERSAL	고정
Trig_Unique17_Actions	RRD	17500.00	NORMAL	UNIVERSAL	고정
Trig_Unique19_Actions	RRD	((GetUnitStateSwap(UNIT_STATE_LIFE,GetTriggerUnit())*0.10)*(0.20+(0.05*I2R(GetUnitAbilityLevelSwapped('A11S',GetTriggerUnit())))))	MELEE	UNIVERSAL	현재체력
Trig_Unique19_Actions	RRD	12500.00	NORMAL	UNIVERSAL	고정
Trig_Unique1_Actions	RRD	5000.00	NORMAL	UNIVERSAL	고정
Trig_Unique20_Actions	RRD	((GetUnitStateSwap(UNIT_STATE_LIFE,GetTriggerUnit())*0.10)*(0.20+(0.05*I2R(GetUnitAbilityLevelSwapped('A11S',GetTriggerUnit())))))	NORMAL	UNIVERSAL	현재체력
Trig_Unique20_Func007A	RRD	6000.00	NORMAL	UNIVERSAL	고정
Trig_Unique21_Actions	RRD	10000.00	NORMAL	UNIVERSAL	고정
Trig_Unique21_Actions	RRD	((GetUnitStateSwap(UNIT_STATE_LIFE,GetTriggerUnit())*0.01)+20000.00)	CHAOS	UNIVERSAL	현재체력
Trig_Unique22_Actions	RRD	2000.00	NORMAL	UNIVERSAL	고정
Trig_Unique22_Actions	RRD	((GetUnitStateSwap(UNIT_STATE_LIFE,GetTriggerUnit())*0.10)*(0.20+(0.05*I2R(GetUnitAbilityLevelSwapped('A11S',GetTriggerUnit())))))	NORMAL	UNIVERSAL	현재체력
Trig_Unique22_Func007A	RRD	4500.00	NORMAL	UNIVERSAL	고정
Trig_Unique26_Func006A	RRD	6000.00	NORMAL	UNIVERSAL	고정
Trig_Unique29_Actions	RRD	15000.00	NORMAL	UNIVERSAL	고정
Trig_Unique29_Func004Func004A	RRD	6000.00	NORMAL	UNIVERSAL	고정
Trig_Unique30_Actions	RRD	40000.00	NORMAL	UNIVERSAL	고정
Trig_Unique30_Func043A	RRD	52500.00	SIEGE	NORMAL	고정
Trig_Unique31_Actions	RRD	17500.00	SIEGE	NORMAL	고정
Trig_Unique31_Func006A	RRD	35000.00	SIEGE	NORMAL	고정
Trig_Unique32_Func006Func009A	RRD	22500.00	NORMAL	UNIVERSAL	고정
Trig_Unique33_Func006Func008A	UnitDamageTargetBJ	10000.00	NORMAL	UNIVERSAL	고정
Trig_Unique33_Func008Func010A	UnitDamageTargetBJ	16000.00	NORMAL	UNIVERSAL	고정
Trig_Unique34_Actions	RRD	70000.00	SIEGE	UNKNOWN	고정
Trig_Unique34_Actions	RRD	35000.00	SIEGE	UNKNOWN	고정
Trig_Unique35_Actions	RRD	I2R(s__TrigVariables__get_integerC(GlobalTV))	NORMAL	UNIVERSAL	변수
Trig_Unique35_Func031A	RRD	7000.00	NORMAL	UNIVERSAL	고정
Trig_Unique5_Func006A	RRD	6000.00	NORMAL	UNIVERSAL	고정
Trig_Unique6_Func010A	RRD	6000.00	NORMAL	UNIVERSAL	고정
Trig_Unique8_Actions	RRD	12500.00	NORMAL	UNIVERSAL	고정
Trig_Usop_Attack_Actions	RRD	(450000.00+(1500.00*I2R(GetUnitPointValue(GetTriggerUnit()))))	NORMAL	UNIVERSAL	변수
Trig_Usop_Attack_Func015A	RRD	600000.00	PIERCE	NORMAL	고정
Trig_Usop_Attack_Func032A	RRD	262500.00	PIERCE	NORMAL	고정
Trig_Usop_Skill_10Ton_Actions	RRD	(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,GetTriggerUnit())*(0.035))	PIERCE	NORMAL	최대체력
Trig_Usop_Skill_2_Actions	RRD	(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*(8.50/ I2R(GetUnitPointValue(s__TrigVariables__get_unitB(GlobalTV)))))	PIERCE	UNIVERSAL	최대체력
Trig_Usop_Skill_2_Actions	RRD	(1050000.00/ I2R(GetUnitPointValue(s__TrigVariables__get_unitB(GlobalTV))))	PIERCE	UNIVERSAL	변수
Trig_Usop_Skill_2_Actions	RRD	350000.00	PIERCE	UNIVERSAL	고정
Trig_Usop_Skill_2_Func012A	RRD	262500.00	PIERCE	NORMAL	고정
Trig_Usop_Skill_2_Func027A	RRD	262500.00	PIERCE	NORMAL	고정
Trig_Usop_Skill_Mana_Func021A	RRD	(1000000.00+(GetUnitStateSwap(UNIT_STATE_LIFE,GetEnumUnit())*0.02))	HERO	NORMAL	현재체력
Trig_Uta_ArmyS_Actions	RRD	(250000.00+((GetUnitStateSwap(UNIT_STATE_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.03)*I2R(s__TrigVariables__get_integerA(GlobalTV))))	MELEE	UNIVERSAL	현재체력
Trig_Uta_ArmyS_Actions	RRD	500000.00	MELEE	UNIVERSAL	고정
Trig_Uta_ArmyS_Func004Func002A	RRD	(I2R(s__TrigVariables__get_integerA(GlobalTV))*200000.00)	HERO	UNIVERSAL	변수
Trig_Uta_Tots_Func014A	RRD	500000.00	HERO	UNIVERSAL	고정
Trig_Uta_WorldLive_Func007A	RRD	1500000.00	NORMAL	UNIVERSAL	고정
Trig_Uta_skill_1_Actions	RRD	((GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.10)*(0.20+(0.05*I2R(GetUnitAbilityLevelSwapped('A11S',s__TrigVariables__get_unitB(GlobalTV))))))	MELEE	UNIVERSAL	최대체력
Trig_Uta_skill_1_Actions	RRD	500000.00	MELEE	UNIVERSAL	고정
Trig_Uta_skill_1_double_Actions	RRD	(250000.00+((GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))-GetUnitStateSwap(UNIT_STATE_LIFE,s__TrigVariables__get_unitB(GlobalTV)))*0.12))	MELEE	UNIVERSAL	최대체력
Trig_Uta_skill_1_double_Actions	RRD	500000.00	MELEE	UNIVERSAL	고정
Trig_Uta_skill_1_double_Func018Func009A	RRD	350000.00	NORMAL	UNIVERSAL	고정
